iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,4614.0,19493,4614.0,100000,0.954,_23_27_84_85_93_98_108_114_163_165_170_172_174_177_198_201_212_214_223_243_258_271_273_280_285_327_363_378_387_398,
1,4448.0,16091,4614.0,16091,0.713,_32_44_70_74_122_123_127_158_213_216_227_232_240_247_253_261_268_274_297_322_362_372_375,
2,4311.0,15108,4614.0,15108,0.695,_90_154_185_186_187_192_207_223_225_230_238_254_259_269_279_283_316_319_325_342_368,
3,4208.0,12749,4614.0,12749,0.638,_91_116_135_176_217_231_248_252_255_262_291_335_339_369_370_394,
4,4192.0,12693,4614.0,12693,0.636,_77_110_125_147_151_161_171_179_208_230_275_279_300_302_364_365,
5,4200.0,13163,4614.0,12693,0.636,_79_102_115_131_182_207_210_234_242_252_261_285_295_304_357_381_386,
6,4206.0,14622,4614.0,12693,0.636,_105_112_156_164_217_221_223_230_241_270_299_324_331_332_333_344_346_358_376_379,
7,4214.0,10878,4614.0,10878,0.576,_116_146_161_168_194_197_206_222_237_269_367_384,
8,4239.0,10343,4614.0,10343,0.554,_106_121_183_224_263_264_270_284_352_379_392,
9,4262.0,10782,4614.0,10343,0.554,_49_73_112_134_157_184_239_266_324_354_366_374,
10,4283.0,9386,4614.0,9386,0.508,_117_166_215_219_231_234_242_246_380,
11,4304.0,11276,4614.0,9386,0.508,_103_168_179_181_244_265_270_297_310_312_324_337_356,
12,4324.0,11716,4614.0,9386,0.508,_31_36_61_100_183_196_222_235_237_250_258_287_340_351,
13,4340.0,9286,4614.0,9286,0.503,_134_195_276_294_317_327_330_355_396,
14,4346.0,6451,4614.0,6451,0.285,_197_272_345,
15,4351.0,6898,4614.0,6451,0.285,_311_327_361_385,
16,4350.0,7941,4614.0,6451,0.285,_196_199_269_288_300_343,
17,4379.0,6938,4614.0,6451,0.285,_267_276_289_347,
18,4376.0,6002,4614.0,6002,0.231,_202_270,
19,4384.0,6884,4614.0,6002,0.231,_168_292_321_382,
20,4397.0,5929,4614.0,5929,0.222,_54_258,
21,4401.0,7377,4614.0,5929,0.222,_130_196_270_327_398,
22,4396.0,6938,4614.0,5929,0.222,_85_159_320_352,
23,4409.0,6418,4614.0,5929,0.222,_166_182_399,
24,4409.0,5421,4614.0,5421,0.149,_378,
25,4396.0,6904,4614.0,5421,0.149,_270_348_375_399,
26,4410.0,7884,4614.0,5421,0.149,_153_233_256_277_288_309,
27,4423.0,6933,4614.0,5421,0.149,_228_293_296_334,
28,4432.0,7409,4614.0,5421,0.149,_324_360_371_388_393,
29,4426.0,6397,4614.0,5421,0.149,_227_327_377,
30,4428.0,7375,4614.0,5421,0.149,_264_273_280_329_375,
31,4433.0,7332,4614.0,5421,0.149,_165_214_227_387_393,
32,4400.0,7298,4614.0,5421,0.149,_20_23_170_256_327,
33,4368.0,7317,4614.0,5421,0.149,_129_213_216_220_254,
34,4331.0,5903,4614.0,5421,0.149,_140_390,
35,4306.0,4899,4614.0,4899,0.058,,
36,4298.0,5017,4614.0,4899,0.058,,
37,4601.0,5015,4614.0,4899,0.058,,
38,4697.0,4877,4697.0,4877,0.037,,
39,4736.0,4860,4736.0,4860,0.026,,
40,4741.0,4845,4741.0,4845,0.021,,
41,4746.0,4830,4746.0,4830,0.017,,
42,4746.0,4820,4746.0,4820,0.015,,
43,4749.0,4822,4749.0,4820,0.015,,
44,4749.0,4824,4749.0,4820,0.015,,
45,4750.0,4876,4750.0,4820,0.015,,
46,4752.0,4822,4752.0,4820,0.014,,
47,4752.0,4835,4752.0,4820,0.014,,
48,4753.0,4817,4753.0,4817,0.013,,
49,4756.0,4816,4756.0,4816,0.012,,
50,4755.0,4816,4756.0,4816,0.012,,
51,4757.0,4816,4757.0,4816,0.012,,
52,4755.0,4805,4757.0,4805,0.01,,
Running time: 29.18 sec
