iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
10,-323.78,-196.38,-128.01,-375.16,-315.64,-269.36,-115.96,5.46,-295.62,-225.22,-362.51,-363.59,-300.98,-271.36,-274.71,-220.92,-316.47,-332.78,-252.6,-382.85,-207.91,-370.37,-116.6,-354.9,-83.09,-349.78,-349.78,-198.91,-343.83,-3.58,-368.0,-213.87,-264.0,-372.8,-140.12,-286.22,-153.44,-161.74,-105.94,-291.22,-235.98,-450.3,-253.67,-347.25,-224.87,-371.37,-393.57,-218.74,-197.54,-375.91,-243.94,-276.76,-305.73,-299.62,-413.95,-365.27,-369.37,-319.78,-376.0,-213.53,-314.2,-23.0,-507.02,-270.11,-446.9,-275.8,-372.88,-161.43,-3.78,-101.22,-301.89,-301.09,-308.78,-347.51,-283.64,-374.84,-334.47,-251.94,-207.81,-259.6,-312.78,-490.13,-337.9,-285.0,-199.13,-297.31,-447.33,-162.8,-577.3,-276.75,-312.2,-220.27,-361.57,-354.85,-262.31,-120.94,-304.51,-412.11,-102.09,-95.6,-333.53,-277.27,-153.74,-331.75,-305.67,-264.36,-339.78,-305.8,-248.18,-313.95,-110.6,-200.27,-441.77,-389.88,-168.38,-355.59,-104.09,-378.31,-305.51,-386.57,-180.81,-296.87,-347.9,71.93,-380.8,-346.78,-310.09,90.88,-351.84,-158.43,-343.86,-364.15,-260.67,-149.11,-270.21,-151.01,-403.0,-304.65,-301.65,-344.35,-363.15,-294.85,-330.78,-273.45,-349.47,-257.56,-271.8,-306.91,-116.94,-372.18,-177.36,-348.54,-270.48,-375.37,-235.87,-360.54,-255.75,-121.05,-440.5,-408.71,-334.43,-303.55,-315.98,-345.46,-61.49,-280.87,-356.86,-311.07,-203.25,-387.03,-267.36,-122.65,-415.53,-307.98,-146.43,-181.25,-52.87,-178.51,-184.74,-147.1,-91.09,-136.72,-269.35,-452.36,-358.5,-357.98,-123.31,-96.01,-366.28,-327.31,-114.01,-421.11,-368.86,-340.28,-180.11,-224.13,-358.9,-205.0,-358.08,-216.8
11,-210.36,-309.79,-241.42,78.5,24.6,-382.77,-229.38,-107.95,-295.62,-338.63,-249.09,-23.34,-300.98,-384.77,-274.71,-334.33,-203.06,-332.78,-366.01,70.8,-321.33,-370.37,-230.01,-14.66,-196.5,-349.78,-349.78,-312.32,-343.83,-116.99,-27.76,-327.28,-377.41,-32.56,-253.53,-286.22,-266.86,-275.15,-219.35,-291.22,-349.39,-450.3,-367.08,-347.25,-338.28,-371.37,-393.57,-332.16,-310.95,-262.5,-357.35,-276.76,-305.73,-299.62,-413.95,-365.27,-369.37,-206.36,-376.0,-326.95,-314.2,-136.41,-393.61,-383.52,-446.9,-389.22,-372.88,-274.84,-117.19,-214.63,-301.89,-187.67,-195.36,-347.51,-170.22,-374.84,-221.05,-365.35,-321.22,-373.01,-199.36,-376.71,2.34,-285.0,-312.54,-297.31,-447.33,-276.22,-463.89,-390.17,-198.79,-333.68,-361.57,-241.44,-375.73,-234.35,-304.51,-412.11,-215.5,-209.01,6.71,-390.68,-267.15,-104.92,-78.85,-377.77,-339.78,-192.39,-361.59,-200.54,-224.01,-313.69,-441.77,-276.47,-281.79,-242.18,-217.5,-378.31,-305.51,-273.16,-294.22,-296.87,-7.66,-41.48,-153.98,-346.78,-196.67,-22.54,-238.43,-271.84,-3.61,-137.33,-374.08,-262.53,-383.62,-264.42,-289.58,-304.65,-301.65,-230.94,-249.74,-181.44,-217.36,-273.45,-349.47,-370.97,-385.22,-193.49,-230.35,-372.18,-290.77,-121.71,-383.9,-375.37,-349.28,-20.3,-369.17,-234.46,-440.5,44.95,5.81,-303.55,-202.56,-118.64,-174.9,-167.46,-16.61,-311.07,-316.66,-273.61,-380.77,-236.06,-415.53,-307.98,-259.84,-294.66,-166.29,-291.92,-298.15,-260.51,-204.5,-250.13,-269.35,-452.36,-358.5,-244.57,-236.73,-209.42,-479.7,-327.31,-227.42,-307.69,-28.61,-226.86,-293.53,-337.54,-358.9,-318.41,-358.08,-330.21
12,-331.57,-188.58,-362.63,-42.71,-96.6,-140.35,-350.58,-229.16,-295.62,-217.43,-370.3,-144.55,-179.77,100.06,-274.71,29.29,-324.26,-332.78,-244.8,-50.4,-321.33,-249.17,-351.22,-135.87,-317.71,-349.78,-349.78,-191.12,-343.83,-238.2,-148.97,-84.87,-135.0,-153.76,-374.74,-286.22,-388.07,-396.36,-340.56,-170.01,-349.39,-329.09,-124.67,-347.25,-95.87,-371.37,-393.57,-332.16,-432.16,-383.71,-114.94,-276.76,-184.53,-299.62,-413.95,-365.27,-369.37,-327.57,-376.0,-84.53,-314.2,-257.62,-393.61,-141.11,-446.9,95.62,-372.88,-396.05,-238.4,-335.84,-301.89,-308.88,-316.57,-347.51,-291.43,-253.63,-342.26,-122.94,-200.01,-130.6,-320.57,-376.71,-118.87,-285.0,-70.13,-297.31,-447.33,-397.43,-585.09,-147.75,-319.99,-212.47,-361.57,-362.65,-496.94,-355.56,-304.51,-290.9,-336.71,-330.22,-114.5,-148.26,-388.36,-226.13,-200.05,-256.56,-339.78,-313.6,123.24,-321.75,-345.22,-192.48,-320.56,-397.68,-160.59,-363.39,-338.71,-378.31,-305.51,-273.16,-415.43,-296.87,-128.87,-162.69,-275.19,-346.78,-317.88,-143.74,-359.64,-393.05,-124.82,-258.53,-10.46,-383.73,-262.41,-385.63,-410.79,-304.65,-301.65,-352.15,-370.95,-302.65,-338.57,-273.45,-349.47,-128.55,99.62,-314.7,-351.56,-372.18,-169.57,-242.92,-20.27,-375.37,-106.87,-141.51,-126.75,-355.67,-440.5,-76.26,-115.4,-303.55,-323.77,-239.85,-296.11,-288.67,-137.82,-311.07,-316.66,-273.61,-259.56,-357.27,-415.53,-307.98,-381.05,-294.66,-287.5,-170.71,-298.15,-381.72,-325.71,-371.34,-269.35,-452.36,-358.5,-365.78,-357.93,-330.63,-358.49,-327.31,-348.63,-428.9,-149.82,-348.07,-293.53,-95.12,-358.9,-197.2,-358.08,154.62
13,-202.37,-317.78,-104.23,-171.91,-225.8,-269.55,37.02,-358.36,-295.62,-346.63,-241.1,-273.75,-308.97,-29.14,-403.92,-99.91,-195.06,-332.78,-374.0,-179.6,-321.33,-378.37,-222.02,-265.07,-59.31,-349.78,-478.98,-320.32,-343.83,-367.4,-278.17,-214.07,-264.2,-282.96,-116.34,-286.22,-388.07,-137.96,-82.16,-299.21,-349.39,-329.09,-253.87,-347.25,-225.07,-371.37,-393.57,-332.16,-173.76,3.89,-244.14,-276.76,-313.73,-299.62,-413.95,-365.27,-369.37,-198.37,-376.0,-213.73,-314.2,-386.82,-393.61,-270.31,-446.9,-33.58,-372.88,-137.65,-367.6,51.76,-301.89,-179.68,-187.37,-347.51,-33.03,-382.83,-213.06,-252.14,-329.21,-259.8,-191.37,-505.91,-248.07,-414.2,-199.33,-297.31,-447.33,-139.03,-455.89,-276.95,-190.79,-341.67,-361.57,-233.45,-109.34,-97.16,-304.51,-290.9,50.89,-71.82,-243.7,-277.46,-129.96,-355.33,-329.25,-385.76,-468.98,-184.39,-5.96,-192.55,-86.82,-321.68,-449.76,-268.48,-289.79,-234.19,-80.31,-378.31,-305.51,-402.36,-157.03,-296.87,-258.07,-291.89,-404.39,-346.78,-188.68,-272.94,-359.64,-134.65,-254.02,-387.73,-139.66,-125.33,-391.61,-127.23,-410.79,-304.65,-301.65,-222.95,-241.75,-173.45,-209.37,-273.45,-349.47,-257.75,-29.58,-314.7,-93.16,-372.18,-298.77,-372.12,-149.47,-246.17,-236.07,-270.71,-255.95,-97.27,-440.5,-205.46,-244.6,-303.55,-323.77,-369.05,-37.71,-159.47,-267.02,-311.07,-316.66,-273.61,-388.76,-98.87,-415.53,-307.98,-122.65,-294.66,-287.5,-299.91,-298.15,-123.32,-67.31,16.26,-269.35,-452.36,-358.5,-365.78,-99.53,-72.23,-487.69,-456.51,-90.23,-299.7,-279.02,-218.87,-293.53,-224.32,-358.9,-326.4,-487.28,25.42
14,-330.17,-189.99,-232.03,-299.71,-353.6,-397.35,-90.78,25.03,-295.62,-218.83,-368.9,-273.75,-181.17,-156.94,-20.53,-227.7,-322.86,-332.78,-118.41,-307.4,-193.53,-250.57,-349.82,-392.86,-187.11,-349.78,-223.38,-192.52,-343.83,15.99,-278.17,-341.86,-391.99,-282.96,-244.14,-286.22,-388.07,-265.75,-209.95,-171.42,-221.59,-329.09,-381.66,-347.25,-352.86,-371.37,-393.57,-332.16,-301.55,-123.9,-371.93,-276.76,-58.13,-299.62,-413.95,-365.27,-369.37,-326.17,-248.2,-341.52,-314.2,-3.43,-393.61,-398.1,-446.9,-161.38,-372.88,-265.45,143.58,-76.03,-301.89,-307.48,-315.17,-219.71,-160.83,-127.24,-340.86,-379.93,-201.41,-387.59,-319.17,-378.12,-375.86,-158.61,-327.12,-297.31,-447.33,-266.82,-583.69,-404.75,-318.59,-86.08,-233.78,-361.24,-237.13,-224.95,-304.51,-290.9,-76.91,-199.62,-371.49,-405.26,-257.75,28.06,54.13,-257.97,-85.59,-312.19,-133.75,-320.34,-214.62,-193.88,-321.97,-396.27,-34.19,-361.98,-208.11,-250.51,-305.51,-146.77,-284.82,-296.87,-385.86,-419.69,-21.0,-346.78,-316.48,-272.94,-359.64,-262.45,-381.82,-4.35,-267.45,-253.13,-263.82,-255.03,-283.0,-304.65,-301.65,-350.74,-369.54,-301.24,-337.17,-145.65,-349.47,-385.55,-157.38,-186.91,-220.95,-372.18,-43.17,11.27,-277.27,-373.97,-363.86,-270.71,-383.75,-225.07,-312.71,-333.26,-372.4,-303.55,-195.97,-113.45,-165.51,-287.26,-267.02,-311.07,-316.66,-273.61,-260.97,-226.67,-415.53,-307.98,-250.45,-294.66,-287.5,-172.12,-298.15,-251.11,-195.11,-111.54,-269.35,-452.36,-358.5,-237.98,-227.33,-200.03,-359.89,-328.72,-218.03,-427.5,-151.23,-346.67,-37.93,-352.12,-358.9,-198.61,-359.49,-102.38
15,-272.72,-247.43,-289.47,-242.26,-181.26,-225.01,-148.22,-32.42,-295.62,-276.28,-311.45,-273.75,-238.62,-214.38,-77.97,-285.15,-265.41,-332.78,-175.85,-135.06,-250.98,-308.02,-292.37,-220.53,-244.55,-349.78,-280.83,-249.97,-343.83,-41.46,-220.73,-226.97,-162.21,-282.96,-301.58,-286.22,-388.07,-323.2,-267.4,-228.86,-279.04,-329.09,-266.77,-347.25,-237.97,-371.37,-393.57,-332.16,-359.0,-181.35,-257.04,-276.76,-115.58,-299.62,-413.95,-365.27,-369.37,-268.72,-305.65,-226.63,-314.2,-60.88,-393.61,-340.66,-446.9,-218.83,-372.88,-322.89,86.14,-133.48,-301.89,-250.03,-257.72,-277.16,-218.27,-184.69,-283.41,-265.04,-258.86,-272.7,-261.72,-378.12,-203.53,-216.05,-212.23,-297.31,-447.33,-266.82,-526.24,-289.86,-261.14,-143.52,-291.22,-303.8,-294.58,-282.4,-304.51,-290.9,-134.35,-257.06,-199.15,-290.37,-315.2,-29.38,-3.31,-257.97,-143.03,-197.3,-191.2,-262.9,-272.06,-251.33,-379.41,-338.83,-91.64,-304.54,-265.55,-307.96,-305.51,-204.21,-342.27,-239.42,-213.53,-189.9,-78.44,-346.78,-259.03,-272.94,-302.19,-319.89,-209.48,-61.79,-324.9,-253.13,-321.26,-312.47,-340.44,-304.65,-301.65,-293.3,-312.1,-301.24,-279.72,-203.1,-349.47,-270.66,-214.83,-244.35,-278.4,-372.18,-100.62,-46.18,-277.27,-373.97,-248.97,-328.15,-268.86,-282.51,-370.15,-218.37,-200.06,-303.55,-253.42,-170.9,-222.95,-229.82,-267.02,-311.07,-316.66,-273.61,-318.41,-284.11,-300.64,-307.98,-307.89,-294.66,-172.6,-229.56,-298.15,-308.56,-252.55,-168.98,-269.35,-452.36,-358.5,-295.43,-284.78,-257.47,-417.34,-328.72,-275.47,-312.61,-208.67,-231.77,-95.38,-237.23,-358.9,-256.05,-359.49,-159.82
16,-220.28,-299.87,-237.03,-294.7,-233.7,-277.45,-200.66,-84.86,-295.62,-276.28,-259.01,-221.32,-291.05,-266.82,-130.41,-180.27,-265.41,-280.34,-228.29,-187.5,-303.42,-308.02,-292.37,-272.96,-296.99,-349.78,-333.27,-302.4,-291.39,-93.9,-273.16,-279.41,-214.65,-282.96,-196.71,-233.78,-335.63,-165.89,-214.96,-281.3,-279.04,-329.09,-266.77,-347.25,-290.41,-371.37,-393.57,-332.16,-254.12,-233.79,-257.04,-276.76,-168.02,-299.62,-413.95,-365.27,-369.37,-268.72,-305.65,-279.07,-314.2,-113.32,-393.61,-288.22,-446.9,-271.26,-372.88,-218.01,33.7,-185.92,-249.45,-250.03,-257.72,-277.16,-270.71,-237.13,-230.97,-265.04,-258.86,-167.82,-261.72,-378.12,-255.96,-268.49,-264.67,-297.31,-447.33,-214.38,-526.24,-237.42,-313.58,-195.96,-291.22,-251.36,-347.02,-229.96,-252.07,-290.9,-186.79,-309.5,-251.59,-290.37,-210.32,-81.82,-55.75,-310.4,-195.47,-249.74,-243.64,-262.9,-272.06,-303.77,-326.98,-286.39,-144.08,-304.54,-160.68,-307.96,-305.51,-256.65,-342.27,-291.86,-265.96,-242.34,-130.88,-346.78,-311.47,-168.07,-354.63,-215.01,-261.92,-114.23,-167.59,-200.69,-268.82,-207.6,-392.88,-199.77,-301.65,-293.3,-312.1,-248.8,-279.72,-255.54,-349.47,-218.22,-267.26,-296.79,-173.52,-372.18,-153.06,-98.62,-224.83,-269.09,-301.41,-170.84,-216.42,-177.64,-370.15,-270.8,-252.5,-251.12,-305.86,-223.34,-275.39,-282.26,-214.58,-258.63,-264.22,-273.61,-265.97,-179.24,-300.64,-255.54,-255.45,-294.66,-225.04,-282.0,-298.15,-203.68,-304.99,-221.42,-216.91,-452.36,-306.07,-295.43,-179.9,-309.91,-364.9,-276.28,-170.6,-365.04,-261.11,-284.21,-147.82,-289.67,-358.9,-203.61,-359.49,-212.26
17,-272.17,-247.98,-288.92,-190.93,-285.59,-225.57,-252.55,-136.74,-295.62,-276.28,-259.01,-273.2,-239.17,-266.82,-182.3,-232.16,-265.41,-332.22,-280.18,-239.39,-251.53,-308.02,-292.37,-117.31,-193.22,-349.78,-333.27,-250.52,-291.39,-145.78,-117.51,-227.52,-266.53,-282.96,-248.59,-285.67,-387.51,-217.77,-266.85,-229.42,-279.04,-329.09,-266.77,-347.25,-186.64,-371.37,-393.57,-332.16,-306.01,-285.67,-205.15,-276.76,-219.9,-299.62,-413.95,-365.27,-369.37,-268.72,-305.65,-227.19,-314.2,-165.2,-393.61,-236.33,-395.02,-167.49,-372.88,-269.9,-18.19,-237.8,-301.34,-250.03,-257.72,-277.16,-63.17,-289.01,-282.86,-265.04,-258.86,-219.71,-261.72,-378.12,-255.96,-268.49,-212.78,-297.31,-395.45,-266.27,-526.24,-289.3,-261.7,-247.85,-291.22,-303.25,-295.13,-281.85,-303.96,-290.9,-238.68,-153.84,-303.48,-290.37,-262.21,-133.71,-107.64,-258.52,-247.36,-249.74,-295.52,-262.9,-272.06,-251.88,-326.98,-234.5,-195.96,-252.65,-212.56,-307.96,-305.51,-256.65,-342.27,-239.97,-214.08,-294.23,-182.77,-346.78,-259.58,-219.95,-302.74,-266.9,-261.92,-166.12,-219.47,-252.58,-268.82,-259.48,-340.99,-251.66,-301.65,-293.3,-260.21,-248.8,-279.72,-203.65,-349.47,-270.11,-267.26,-244.9,-225.41,-372.18,-204.94,-150.5,-276.71,-269.09,-249.52,-222.73,-268.3,-229.52,-370.15,-270.8,-200.61,-303.0,-253.97,-275.22,-171.62,-178.48,-266.47,-258.63,-264.22,-273.61,-265.97,-231.12,-300.64,-255.54,-307.34,-242.77,-276.93,-230.12,-298.15,-255.57,-201.22,-273.3,-268.8,-452.36,-306.07,-295.43,-231.78,-206.14,-416.79,-328.16,-222.48,-261.27,-261.11,-232.33,-199.7,-185.9,-358.9,-255.5,-359.49,-264.14
18,-225.57,-294.58,-242.32,-237.53,-145.79,-272.16,-159.35,-183.34,-295.62,-276.28,-259.01,-226.6,-285.77,-266.82,-228.89,-278.76,-218.82,-285.63,-280.18,-239.39,-251.53,-308.02,-292.37,-163.9,-239.82,-303.18,-333.27,-203.92,-291.39,-192.38,-164.1,-274.12,-313.13,-236.37,-201.99,-239.07,-247.72,-264.37,-173.65,-276.01,-279.04,-329.09,-266.77,-347.25,-233.23,-371.37,-393.57,-332.16,-259.41,-239.07,-251.75,-276.76,-266.5,-299.62,-413.95,-365.27,-369.37,-268.72,-305.65,-273.78,-314.2,-211.8,-393.61,-282.93,-395.02,-214.09,-372.88,-223.3,-64.78,-284.4,-254.74,-250.03,-257.72,-277.16,-109.77,-289.01,-236.26,-218.44,-258.86,-266.31,-261.72,-378.12,-255.96,-268.49,-259.38,-297.31,-395.45,-219.67,-526.24,-242.71,-261.7,-294.45,-291.22,-256.65,-341.73,-235.25,-257.36,-290.9,-238.68,-200.44,-210.28,-290.37,-262.21,-180.31,-154.23,-211.92,-293.95,-249.74,-248.93,-262.9,-272.06,-298.48,-326.98,-281.1,-242.56,-299.25,-259.16,-307.96,-258.91,-256.65,-342.27,-286.57,-260.68,-294.23,-229.36,-346.78,-259.58,-266.55,-349.34,-266.9,-261.92,-212.71,-266.07,-205.98,-268.82,-212.88,-340.99,-298.25,-255.05,-293.3,-306.81,-248.8,-279.72,-250.25,-349.47,-223.51,-174.07,-244.9,-272.01,-372.18,-251.54,-197.1,-230.12,-269.09,-249.52,-269.32,-175.11,-276.12,-370.15,-270.8,-247.21,-256.4,-253.97,-275.22,-218.22,-225.08,-219.87,-258.63,-264.22,-273.61,-312.57,-277.72,-300.64,-255.54,-260.74,-289.37,-137.14,-276.71,-298.15,-255.57,-247.82,-180.11,-222.2,-452.36,-306.07,-295.43,-278.38,-252.74,-370.19,-281.57,-269.08,-307.87,-214.51,-278.92,-246.3,-232.49,-358.9,-208.9,-359.49,-124.35
19,-265.81,-254.34,-282.56,-277.77,-186.04,-231.92,-199.59,-223.58,-295.62,-276.28,-259.01,-266.84,-205.29,-266.82,-269.13,-198.28,-259.06,-325.87,-280.18,-279.63,-251.53,-308.02,-292.37,-204.14,-280.06,-303.18,-333.27,-244.16,-291.39,-232.62,-204.35,-233.88,-272.89,-236.37,-242.23,-279.31,-287.96,-264.37,-213.89,-235.77,-279.04,-329.09,-266.77,-307.01,-273.47,-371.37,-393.57,-332.16,-299.65,-279.32,-211.51,-236.52,-266.5,-299.62,-413.95,-365.27,-369.37,-268.72,-305.65,-233.54,-314.2,-252.04,-393.61,-242.69,-395.02,-254.33,-372.88,-263.54,-105.02,-244.16,-254.74,-209.79,-257.72,-277.16,-150.01,-289.01,-276.5,-258.68,-258.86,-185.83,-261.72,-378.12,-255.96,-268.49,-219.14,-297.31,-395.45,-259.91,-526.24,-282.95,-261.7,-213.97,-291.22,-256.65,-301.49,-235.25,-297.6,-290.9,-238.68,-240.68,-250.52,-290.37,-262.21,-220.55,-194.47,-252.16,-293.95,-249.74,-208.69,-262.9,-272.06,-258.24,-326.98,-240.86,-282.8,-259.01,-178.68,-307.96,-299.15,-256.65,-342.27,-246.33,-220.44,-253.99,-269.61,-346.78,-259.58,-186.07,-309.1,-266.9,-221.68,-252.95,-225.83,-246.22,-228.58,-253.13,-340.99,-258.01,-255.05,-293.3,-266.57,-248.8,-279.72,-210.01,-349.47,-263.75,-214.31,-285.14,-231.77,-372.18,-211.3,-237.34,-270.36,-269.09,-249.52,-188.84,-215.35,-195.64,-329.91,-270.8,-206.97,-296.64,-253.97,-275.22,-258.46,-265.32,-260.11,-258.63,-264.22,-273.61,-272.33,-197.24,-300.64,-255.54,-260.74,-249.13,-177.38,-196.23,-298.15,-255.57,-288.06,-220.35,-262.44,-452.36,-306.07,-255.19,-197.9,-252.74,-410.43,-321.81,-228.84,-348.11,-254.75,-238.68,-286.54,-272.73,-358.9,-249.14,-359.49,-164.59
20,-228.05,-254.34,-244.8,-202.25,-223.8,-269.68,-237.35,-261.34,-295.62,-276.28,-259.01,-229.08,-243.05,-266.82,-231.37,-236.04,-221.3,-288.11,-280.18,-166.35,-251.53,-270.26,-254.61,-241.9,-204.54,-303.18,-333.27,-244.16,-291.39,-232.62,-242.11,-271.64,-272.89,-236.37,-242.23,-241.55,-325.72,-302.13,-251.65,-273.53,-279.04,-329.09,-266.77,-307.01,-197.95,-333.61,-393.57,-332.16,-261.89,-241.56,-249.27,-236.52,-228.74,-299.62,-413.95,-365.27,-369.37,-268.72,-305.65,-271.3,-314.2,-214.28,-393.61,-280.45,-395.02,-178.81,-372.88,-225.78,-142.78,-281.92,-254.74,-247.55,-257.72,-277.16,-187.77,-289.01,-238.74,-220.92,-258.86,-223.59,-261.72,-378.12,-255.96,-268.49,-256.9,-297.31,-395.45,-222.15,-526.24,-245.19,-261.7,-251.73,-291.22,-256.65,-339.25,-235.25,-259.84,-290.9,-238.68,-278.44,-288.28,-290.37,-224.45,-258.31,-232.23,-214.4,-293.95,-211.98,-246.45,-262.9,-272.06,-258.24,-326.98,-278.62,-169.52,-259.01,-216.44,-307.96,-299.15,-256.65,-342.27,-246.33,-258.2,-291.75,-269.61,-346.78,-259.58,-223.83,-309.1,-266.9,-259.44,-290.71,-263.59,-208.46,-266.34,-253.13,-340.99,-258.01,-255.05,-293.3,-304.33,-248.8,-279.72,-247.77,-349.47,-225.99,-252.07,-247.38,-269.53,-334.42,-249.06,-275.1,-232.6,-269.09,-249.52,-226.6,-253.11,-233.4,-329.91,-270.8,-244.73,-258.88,-253.97,-275.22,-182.94,-227.56,-222.35,-258.63,-264.22,-273.61,-234.57,-235.0,-300.64,-255.54,-260.74,-249.13,-215.14,-233.99,-298.15,-255.57,-212.54,-258.11,-262.44,-452.36,-306.07,-292.95,-235.66,-252.74,-372.67,-284.05,-266.6,-310.35,-254.75,-276.44,-211.02,-234.97,-358.9,-211.38,-359.49,-202.35
21,-264.8,-254.34,-281.55,-238.99,-260.54,-232.94,-274.1,-187.85,-295.62,-276.28,-259.01,-265.83,-243.05,-266.82,-268.12,-236.04,-258.04,-288.11,-280.18,-203.09,-251.53,-307.0,-291.36,-205.16,-241.28,-303.18,-333.27,-207.41,-291.39,-232.62,-242.11,-198.15,-309.64,-236.37,-205.49,-278.3,-362.47,-265.38,-214.91,-236.79,-279.04,-329.09,-266.77,-307.01,-234.7,-333.61,-393.57,-332.16,-298.64,-278.3,-212.53,-236.52,-265.49,-299.62,-413.95,-365.27,-369.37,-268.72,-305.65,-234.56,-314.2,-251.03,-356.86,-243.7,-395.02,-215.56,-372.88,-262.53,-179.53,-245.17,-254.74,-210.81,-257.72,-277.16,-224.51,-289.01,-275.49,-257.67,-258.86,-260.33,-261.72,-378.12,-219.22,-268.49,-220.15,-297.31,-395.45,-258.9,-526.24,-281.93,-261.7,-288.47,-254.47,-256.65,-302.5,-272.0,-296.59,-290.9,-238.68,-204.95,-251.54,-290.37,-261.2,-221.56,-268.98,-251.15,-293.95,-248.72,-209.7,-262.9,-272.06,-258.24,-326.98,-241.88,-206.27,-259.01,-253.19,-307.96,-299.15,-256.65,-342.27,-246.33,-221.45,-255.0,-232.86,-310.03,-259.58,-260.58,-272.36,-266.9,-259.44,-253.97,-226.84,-245.21,-229.6,-216.38,-340.99,-258.01,-255.05,-293.3,-267.58,-248.8,-279.72,-211.02,-349.47,-262.74,-215.32,-247.38,-232.78,-334.42,-212.31,-201.61,-269.34,-269.09,-249.52,-263.35,-216.36,-270.14,-329.91,-270.8,-207.98,-295.63,-253.97,-238.48,-219.68,-264.31,-259.1,-258.63,-264.22,-273.61,-271.32,-271.74,-300.64,-255.54,-260.74,-249.13,-251.88,-270.74,-298.15,-218.82,-249.28,-221.36,-225.69,-452.36,-306.07,-256.2,-272.41,-252.74,-372.67,-320.79,-229.85,-347.1,-254.75,-239.7,-247.77,-271.72,-358.9,-248.13,-359.49,-239.1
22,-232.61,-254.34,-249.36,-271.18,-163.98,-265.12,-209.73,-220.03,-295.62,-276.28,-259.01,-233.64,-243.05,-266.82,-235.93,-268.22,-258.04,-320.29,-280.18,-235.28,-251.53,-274.82,-291.36,-237.34,-273.47,-303.18,-333.27,-239.6,-291.39,-232.62,-242.11,-230.33,-277.45,-236.37,-237.67,-246.11,-362.47,-297.57,-247.09,-268.97,-279.04,-329.09,-266.77,-307.01,-266.89,-333.61,-393.57,-332.16,-266.45,-246.11,-244.71,-268.7,-233.3,-299.62,-413.95,-365.27,-369.37,-268.72,-305.65,-266.74,-314.2,-251.03,-356.86,-275.89,-395.02,-247.74,-372.88,-230.34,-211.72,-277.36,-254.74,-242.99,-257.72,-277.16,-256.7,-289.01,-243.3,-225.48,-258.86,-195.96,-261.72,-378.12,-251.4,-268.49,-252.34,-297.31,-395.45,-226.71,-526.24,-249.75,-261.7,-224.1,-254.47,-256.65,-334.69,-239.81,-296.59,-290.9,-238.68,-237.14,-283.72,-290.37,-229.01,-253.75,-236.79,-251.15,-293.95,-216.54,-241.89,-262.9,-272.06,-258.24,-326.98,-274.06,-238.46,-291.19,-188.81,-307.96,-299.15,-256.65,-342.27,-246.33,-253.64,-287.19,-265.05,-310.03,-259.58,-196.2,-304.54,-266.9,-259.44,-286.15,-259.03,-277.39,-261.78,-248.57,-340.99,-258.01,-255.05,-293.3,-299.77,-248.8,-279.72,-243.21,-349.47,-230.55,-247.51,-247.38,-264.97,-334.42,-244.5,-233.79,-237.16,-269.09,-249.52,-198.97,-248.55,-205.77,-329.91,-270.8,-240.17,-263.44,-286.16,-270.66,-251.87,-232.12,-226.91,-258.63,-264.22,-273.61,-239.13,-207.37,-300.64,-255.54,-260.74,-249.13,-219.7,-206.37,-298.15,-251.01,-249.28,-253.55,-257.88,-452.36,-306.07,-288.39,-240.22,-252.74,-372.67,-288.61,-262.04,-314.91,-222.57,-271.88,-247.77,-239.53,-358.9,-215.94,-359.49,-239.1
