iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,2661.0,22940,2661.0,22940,0.884,_156_157_160_161_163_164_165_166_167_168_169_170_171_172_173_174_175_176_177_178_179_180_181_182_183_184_185_186_187_188_189_190_191_192_193_194_195_196_197_198_199,
1,-9583.15,4995,2661.0,4995,0.467,,
2,-7635.531,4994,2661.0,4994,0.467,,
3,-5987.427,4896,2661.0,4896,0.456,,
4,-4651.143,4789,2661.0,4789,0.444,,
5,-3651.829,4685,2661.0,4685,0.432,,
6,-2834.483,4630,2661.0,4630,0.425,,
7,-2125.177,4639,2661.0,4630,0.425,,
8,-1529.62,4530,2661.0,4530,0.413,,
9,-973.502,4338,2661.0,4338,0.387,,
10,-454.183,4320,2661.0,4320,0.384,,
11,-55.461,4239,2661.0,4239,0.372,,
12,413.594,4178,2661.0,4178,0.363,,
13,714.15,4012,2661.0,4012,0.337,,
14,1083.885,3896,2661.0,3896,0.317,,
15,1332.106,3887,2661.0,3887,0.315,,
16,1615.535,3711,2661.0,3711,0.283,,
17,1785.893,3601,2661.0,3601,0.261,,
18,1908.665,3503,2661.0,3503,0.24,,
19,2084.78,3444,2661.0,3444,0.227,,
20,2155.189,3366,2661.0,3366,0.209,,
21,2274.462,3406,2661.0,3366,0.209,,
22,2337.747,3329,2661.0,3329,0.201,,
23,2303.622,3287,2661.0,3287,0.19,,
24,2456.915,3142,2661.0,3142,0.153,,
25,2470.406,3202,2661.0,3142,0.153,,
26,2549.346,3173,2661.0,3142,0.153,,
27,2498.553,3124,2661.0,3124,0.148,,
28,2619.342,3103,2661.0,3103,0.142,,
29,2530.909,3132,2661.0,3103,0.142,,
30,2651.455,3079,2661.0,3079,0.136,,
31,2537.659,3001,2661.0,3001,0.113,,
32,2686.455,3014,2686.455,3001,0.105,,
33,2614.676,3028,2686.455,3001,0.105,,
34,2691.324,2993,2691.324,2993,0.101,,
35,2666.99,2982,2691.324,2982,0.097,,
36,2715.312,2942,2715.312,2942,0.077,,
37,2710.15,2980,2715.312,2942,0.077,,
38,2727.876,2931,2727.876,2931,0.069,,
39,2727.0,2933,2727.876,2931,0.069,,
40,2734.398,2932,2734.398,2931,0.067,,
41,2742.69,2922,2742.69,2922,0.061,,
42,2735.937,2919,2742.69,2919,0.06,,
43,2766.745,2925,2766.745,2919,0.052,,
44,2740.679,2918,2766.745,2918,0.052,,
45,2774.71,2876,2774.71,2876,0.035,,
46,2779.643,2922,2779.643,2876,0.034,,
47,2777.817,2890,2779.643,2876,0.034,,
48,2774.444,2889,2779.643,2876,0.034,,
49,2787.219,2890,2787.219,2876,0.031,,
50,2776.903,2902,2787.219,2876,0.031,,
51,2792.509,2897,2792.509,2876,0.029,,
52,2781.981,2870,2792.509,2870,0.027,,
53,2795.21,2897,2795.21,2870,0.026,,
54,2787.82,2957,2795.21,2870,0.026,,
55,2794.801,2884,2795.21,2870,0.026,,
56,2784.477,2876,2795.21,2870,0.026,,
57,2797.12,2903,2797.12,2870,0.025,,
58,2777.647,2899,2797.12,2870,0.025,,
59,2802.614,2884,2802.614,2870,0.023,,
60,2786.101,2888,2802.614,2870,0.023,,
61,2798.597,2876,2802.614,2870,0.023,,
62,2787.083,2880,2802.614,2870,0.023,,
63,2799.742,2894,2802.614,2870,0.023,,
64,2790.311,2876,2802.614,2870,0.023,,
65,2802.314,2860,2802.614,2860,0.02,,
66,2794.514,2920,2802.614,2860,0.02,,
67,2801.452,2879,2802.614,2860,0.02,,
68,2799.506,2887,2802.614,2860,0.02,,
69,2801.849,3399,2802.614,2860,0.02,_184,
70,2799.514,2890,2802.614,2860,0.02,,
71,2803.749,2883,2803.749,2860,0.02,,
72,2799.479,2872,2803.749,2860,0.02,,
73,2798.535,2862,2803.749,2860,0.02,,
