iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20,-113.79,-113.67,-113.65,-116.64,-120.88,-114.92,-122.04,-132.93,-117.11,-129.09,-123.19,-108.27,-126.0,-111.37,-124.82,-105.58,-121.53,-111.15,-121.24,-118.98,-106.11,-96.21,-122.5,-130.24,-130.22,-129.62,-116.36,-117.62,-119.33,-114.46,-127.64,-134.48,-110.97,-121.36,-110.47,-113.34,-121.57,-114.11,-123.4,-123.42,-108.65,-123.32,-124.44,-125.01,-120.44,-131.4,-118.8,-122.25,-111.81,-125.75,-115.68,-128.16,-129.9,-114.58,-129.13,-102.67,-107.53,-111.48,-121.08,-116.75,-114.05,-122.52,-118.21,-121.84,-118.92,-126.19,-126.88,-123.61,-119.68,-132.24,-121.51,-125.75,-122.84,-119.86,-114.18,-110.18,-113.58,-128.61,-119.94,-120.37,-111.71,-113.13,-124.31,-123.08,-115.5,-128.67,-114.27,-109.34,-122.53,-116.82,-111.92,-125.07,-124.75,-123.38,-125.11,-130.73,-118.46,-108.87,-122.14,-105.19
21,-113.79,-113.67,-113.65,-116.64,-120.88,-108.52,-122.04,-126.53,-110.71,-122.69,-123.19,-108.27,-113.2,-117.77,-118.42,-111.98,-121.53,-104.75,-121.24,-125.38,-106.11,-102.61,-122.5,-123.84,-130.22,-129.62,-109.96,-117.62,-112.93,-114.46,-121.24,-128.08,-117.37,-121.36,-110.47,-113.34,-127.97,-120.51,-117.0,-123.42,-108.65,-123.32,-124.44,-118.61,-120.44,-118.6,-118.8,-122.25,-111.81,-119.35,-115.68,-121.76,-123.5,-114.58,-122.73,-109.07,-113.93,-105.08,-108.28,-116.75,-107.65,-116.12,-118.21,-115.44,-118.92,-119.79,-120.48,-123.61,-119.68,-119.44,-121.51,-125.75,-122.84,-119.86,-120.58,-110.18,-113.58,-128.61,-113.54,-120.37,-111.71,-106.73,-117.91,-110.27,-121.9,-115.87,-114.27,-115.74,-128.93,-116.82,-118.33,-125.07,-124.75,-129.78,-125.11,-124.33,-124.86,-108.87,-109.34,-111.59
22,-113.79,-109.09,-113.65,-116.64,-116.3,-113.1,-117.46,-121.95,-115.29,-122.69,-114.02,-108.27,-117.78,-113.19,-123.0,-102.81,-121.53,-109.34,-121.24,-116.21,-106.11,-107.19,-117.91,-123.84,-130.22,-129.62,-109.96,-113.03,-117.51,-109.88,-121.24,-128.08,-108.2,-121.36,-105.89,-113.34,-114.22,-111.34,-117.0,-114.25,-108.65,-123.32,-119.85,-118.61,-115.86,-123.18,-118.8,-122.25,-107.23,-119.35,-115.68,-121.76,-123.5,-114.58,-122.73,-109.07,-113.93,-109.66,-112.86,-116.75,-112.23,-116.12,-118.21,-120.03,-114.34,-124.37,-125.06,-123.61,-115.09,-119.44,-116.93,-125.75,-122.84,-119.86,-120.58,-110.18,-108.99,-128.61,-118.12,-120.37,-111.71,-111.32,-122.49,-114.86,-117.32,-120.46,-114.27,-115.74,-119.77,-112.23,-109.16,-120.49,-124.75,-125.2,-120.53,-124.33,-115.7,-108.87,-113.92,-102.42
23,-113.79,-114.26,-113.65,-116.64,-116.3,-113.1,-122.63,-121.95,-110.12,-122.69,-114.02,-108.27,-122.95,-113.19,-117.83,-107.98,-116.36,-104.17,-116.07,-121.38,-106.11,-112.36,-123.08,-123.84,-125.05,-124.46,-109.96,-113.03,-112.34,-109.88,-116.07,-122.91,-113.37,-121.36,-111.05,-113.34,-119.39,-111.34,-117.0,-114.25,-108.65,-118.15,-119.85,-118.61,-115.86,-128.35,-113.63,-122.25,-112.4,-114.18,-115.68,-121.76,-123.5,-109.41,-122.73,-103.9,-103.6,-109.66,-118.03,-116.75,-107.06,-116.12,-107.87,-109.69,-114.34,-114.03,-114.73,-123.61,-115.09,-119.44,-116.93,-120.58,-117.67,-109.52,-115.41,-110.18,-108.99,-123.45,-112.95,-120.37,-111.71,-106.15,-117.32,-120.03,-112.15,-120.46,-114.27,-110.58,-124.94,-107.06,-114.33,-120.49,-124.75,-120.03,-120.53,-124.33,-120.86,-108.87,-113.92,-107.59
24,-109.43,-109.9,-113.65,-112.28,-116.3,-113.1,-113.91,-117.59,-114.48,-122.69,-114.02,-108.27,-109.87,-113.19,-122.19,-99.27,-116.36,-108.53,-116.07,-121.38,-101.75,-112.36,-114.36,-119.48,-125.05,-124.46,-109.96,-113.03,-116.7,-109.88,-120.43,-122.91,-113.37,-121.36,-106.7,-113.34,-119.39,-111.34,-117.0,-114.25,-108.65,-118.15,-119.85,-114.25,-115.86,-119.63,-117.99,-122.25,-112.4,-118.54,-115.68,-121.76,-114.79,-109.41,-122.73,-108.26,-107.95,-109.66,-113.67,-116.75,-111.42,-116.12,-112.23,-114.05,-114.34,-118.39,-119.08,-119.25,-115.09,-119.44,-112.57,-120.58,-117.67,-113.88,-115.41,-110.18,-108.99,-123.45,-117.31,-120.37,-107.35,-106.15,-117.32,-115.67,-116.51,-111.74,-114.27,-114.93,-116.22,-107.06,-105.61,-120.49,-116.03,-120.03,-120.53,-124.33,-116.51,-108.87,-113.92,-98.87
25,-109.43,-114.96,-113.65,-112.28,-111.25,-113.1,-113.91,-117.59,-109.43,-117.64,-114.02,-108.27,-114.93,-108.14,-117.14,-104.32,-116.36,-103.47,-116.07,-116.33,-106.81,-112.36,-119.42,-119.48,-125.05,-124.46,-104.9,-113.03,-111.65,-109.88,-115.37,-122.91,-108.32,-116.31,-106.7,-113.34,-119.39,-111.34,-117.0,-114.25,-108.65,-118.15,-114.8,-119.3,-110.81,-124.69,-117.99,-122.25,-102.29,-113.48,-115.68,-116.71,-119.84,-109.41,-122.73,-103.21,-107.95,-109.66,-118.73,-116.75,-106.36,-116.12,-117.28,-114.05,-109.29,-118.39,-114.03,-119.25,-115.09,-119.44,-117.63,-120.58,-117.67,-113.88,-115.41,-110.18,-108.99,-123.45,-112.26,-120.37,-112.4,-111.2,-112.27,-110.61,-111.45,-116.79,-114.27,-109.88,-121.28,-107.06,-110.67,-115.44,-121.09,-114.97,-120.53,-114.23,-111.45,-108.87,-113.92,-103.93
26,-109.43,-111.92,-113.65,-109.24,-114.28,-113.1,-116.95,-114.55,-112.46,-117.64,-114.02,-108.27,-117.96,-111.17,-117.14,-104.32,-116.36,-106.51,-116.07,-119.36,-103.77,-112.36,-116.38,-119.48,-125.05,-121.42,-107.94,-113.03,-114.68,-109.88,-115.37,-122.91,-111.35,-119.34,-106.7,-113.34,-113.32,-111.34,-117.0,-114.25,-108.65,-118.15,-117.84,-113.23,-113.84,-118.62,-117.99,-119.21,-105.32,-113.48,-115.68,-116.71,-113.77,-109.41,-116.65,-106.24,-107.95,-109.66,-115.69,-116.75,-106.36,-116.12,-111.21,-114.05,-109.29,-118.39,-117.07,-116.22,-112.06,-119.44,-114.59,-120.58,-114.64,-113.88,-115.41,-110.18,-108.99,-120.41,-109.22,-120.37,-106.33,-108.17,-112.27,-113.65,-114.49,-116.79,-114.27,-112.92,-115.2,-107.06,-110.67,-118.47,-118.05,-118.01,-117.49,-114.23,-114.49,-108.87,-113.92,-103.93
27,-109.43,-111.92,-113.65,-113.53,-109.99,-113.1,-116.95,-118.84,-112.46,-117.64,-114.02,-108.27,-109.38,-111.17,-117.14,-104.32,-116.36,-110.8,-111.78,-119.36,-103.77,-112.36,-116.38,-115.19,-116.47,-121.42,-107.94,-113.03,-110.39,-109.88,-111.08,-118.62,-111.35,-115.05,-106.7,-113.34,-117.61,-111.34,-117.0,-114.25,-108.65,-118.15,-109.25,-117.52,-113.84,-118.62,-113.7,-119.21,-109.62,-113.48,-115.68,-116.71,-118.06,-109.41,-120.95,-106.24,-112.25,-105.37,-111.4,-116.75,-106.36,-116.12,-115.5,-114.05,-109.29,-114.1,-121.36,-116.22,-112.06,-119.44,-110.3,-120.58,-118.93,-113.88,-115.41,-110.18,-108.99,-120.41,-113.51,-120.37,-106.33,-103.87,-112.27,-113.65,-110.2,-108.21,-114.27,-108.62,-119.5,-107.06,-110.67,-114.18,-122.34,-118.01,-117.49,-114.23,-114.49,-108.87,-113.92,-103.93
28,-109.43,-108.35,-113.65,-109.96,-113.56,-113.1,-116.95,-115.27,-116.03,-117.64,-114.02,-108.27,-112.95,-111.17,-113.57,-104.32,-116.36,-107.23,-111.78,-119.36,-103.77,-112.36,-116.38,-115.19,-116.47,-121.42,-107.94,-113.03,-113.96,-109.88,-114.65,-118.62,-114.92,-115.05,-110.27,-113.34,-114.04,-111.34,-117.0,-114.25,-108.65,-118.15,-112.82,-110.38,-110.27,-122.19,-117.27,-119.21,-109.62,-113.48,-115.68,-113.14,-118.06,-109.41,-120.95,-102.67,-105.11,-108.94,-114.97,-116.75,-106.36,-116.12,-111.93,-114.05,-109.29,-117.67,-114.22,-112.65,-108.49,-119.44,-113.87,-120.58,-115.36,-113.88,-115.41,-110.18,-108.99,-116.84,-109.94,-120.37,-106.33,-107.44,-112.27,-113.65,-113.77,-111.78,-114.27,-112.19,-115.93,-107.06,-110.67,-117.75,-115.2,-118.01,-117.49,-114.23,-110.92,-108.87,-113.92,-100.36
29,-109.43,-112.13,-113.65,-113.74,-109.79,-113.1,-116.95,-119.05,-108.48,-117.64,-114.02,-108.27,-116.73,-111.17,-117.34,-104.32,-116.36,-107.23,-111.78,-119.36,-107.55,-112.36,-112.61,-115.19,-116.47,-121.42,-107.94,-113.03,-110.18,-109.88,-110.88,-118.62,-111.15,-115.05,-106.49,-109.57,-117.82,-111.34,-117.0,-110.48,-108.65,-118.15,-116.6,-114.16,-110.27,-118.41,-117.27,-119.21,-109.62,-109.71,-115.68,-113.14,-110.51,-109.41,-120.95,-106.45,-105.11,-108.94,-114.97,-116.75,-102.59,-116.12,-115.71,-114.05,-109.29,-117.67,-117.99,-116.42,-108.49,-119.44,-113.87,-116.8,-119.14,-113.88,-115.41,-110.18,-108.99,-116.84,-113.72,-116.59,-106.33,-103.67,-112.27,-113.65,-109.99,-115.56,-114.27,-108.42,-115.93,-107.06,-110.67,-113.97,-118.98,-114.23,-117.49,-114.23,-114.69,-108.87,-110.14,-104.13
30,-109.43,-108.91,-113.65,-110.52,-113.0,-113.1,-116.95,-115.83,-111.7,-117.64,-114.02,-108.27,-110.29,-107.96,-117.34,-104.32,-116.36,-107.23,-111.78,-119.36,-104.33,-112.36,-115.82,-115.19,-116.47,-121.42,-107.94,-113.03,-113.4,-106.66,-114.09,-118.62,-111.15,-115.05,-106.49,-109.57,-114.6,-111.34,-117.0,-113.69,-108.65,-118.15,-110.16,-117.37,-113.49,-118.41,-114.05,-119.21,-109.62,-112.92,-112.47,-113.14,-113.72,-102.98,-117.73,-103.23,-108.32,-108.94,-114.97,-116.75,-105.81,-116.12,-109.27,-114.05,-109.29,-114.45,-111.56,-113.21,-108.49,-119.44,-113.87,-116.8,-115.92,-113.88,-115.41,-110.18,-108.99,-116.84,-110.5,-116.59,-106.33,-106.88,-112.27,-113.65,-113.21,-115.56,-114.27,-111.63,-115.93,-107.06,-110.67,-117.19,-118.98,-117.45,-117.49,-114.23,-111.48,-108.87,-110.14,-100.92
31,-106.35,-111.99,-113.65,-113.61,-113.0,-113.1,-116.95,-115.83,-111.7,-117.64,-114.02,-108.27,-113.38,-111.04,-114.26,-104.32,-116.36,-110.31,-111.78,-122.45,-104.33,-112.36,-112.74,-115.19,-116.47,-121.42,-107.94,-113.03,-110.32,-109.74,-111.01,-118.62,-111.15,-115.05,-109.58,-109.57,-117.69,-111.34,-117.0,-110.61,-108.65,-115.07,-113.25,-111.2,-107.32,-118.41,-114.05,-119.21,-106.53,-109.84,-112.47,-113.14,-116.81,-106.06,-120.81,-106.32,-105.24,-108.94,-114.97,-116.75,-105.81,-116.12,-112.36,-114.05,-109.29,-117.54,-114.64,-113.21,-108.49,-119.44,-110.78,-116.8,-119.0,-113.88,-112.33,-110.18,-108.99,-116.84,-113.59,-116.59,-106.33,-103.8,-112.27,-113.65,-110.12,-112.47,-114.27,-108.55,-112.84,-107.06,-107.58,-114.1,-118.98,-114.36,-117.49,-114.23,-114.56,-108.87,-110.14,-104.0
32,-106.35,-109.3,-113.65,-110.91,-110.3,-113.1,-116.95,-113.13,-111.7,-117.64,-114.02,-108.27,-116.08,-108.34,-114.26,-101.62,-116.36,-107.61,-111.78,-114.35,-104.33,-112.36,-112.74,-115.19,-116.47,-118.72,-107.94,-113.03,-110.32,-107.04,-113.71,-118.62,-111.15,-115.05,-109.58,-109.57,-114.99,-111.34,-117.0,-110.61,-108.65,-115.07,-115.95,-113.9,-110.02,-118.41,-114.05,-119.21,-109.23,-112.54,-112.47,-113.14,-111.41,-108.76,-118.11,-103.62,-105.24,-108.94,-114.97,-116.75,-103.11,-116.12,-115.06,-114.05,-109.29,-114.84,-117.34,-115.91,-108.49,-119.44,-113.48,-116.8,-110.9,-111.18,-115.03,-110.18,-108.99,-116.84,-110.89,-116.59,-106.33,-106.5,-112.27,-113.65,-110.12,-115.17,-114.27,-111.25,-112.84,-107.06,-110.28,-114.1,-118.98,-114.36,-117.49,-114.23,-111.86,-108.87,-110.14,-104.0
33,-106.35,-111.07,-113.65,-109.13,-112.08,-113.1,-116.95,-114.91,-111.7,-117.64,-114.02,-108.27,-112.53,-110.12,-114.26,-103.39,-112.81,-105.84,-111.78,-116.12,-104.33,-112.36,-114.51,-115.19,-116.47,-118.72,-107.94,-113.03,-112.09,-108.82,-111.93,-118.62,-111.15,-115.05,-107.8,-109.57,-114.99,-111.34,-117.0,-112.38,-108.65,-115.07,-115.95,-113.9,-111.79,-118.41,-114.05,-119.21,-109.23,-110.76,-112.47,-113.14,-113.18,-105.22,-116.34,-105.39,-107.01,-107.16,-113.19,-116.75,-104.88,-116.12,-113.29,-114.05,-107.51,-114.84,-113.8,-115.91,-108.49,-119.44,-111.71,-116.8,-112.68,-111.18,-111.48,-110.18,-108.99,-116.84,-109.11,-116.59,-106.33,-104.73,-112.27,-113.65,-110.12,-115.17,-114.27,-109.47,-112.84,-107.06,-110.28,-114.1,-118.98,-116.14,-115.72,-114.23,-111.86,-108.87,-110.14,-102.23
34,-106.35,-107.94,-113.65,-109.13,-108.95,-113.1,-116.95,-111.78,-111.7,-117.64,-110.89,-108.27,-115.66,-106.99,-114.26,-103.39,-112.81,-108.97,-111.78,-119.25,-104.33,-112.36,-111.38,-115.19,-116.47,-118.72,-107.94,-113.03,-108.96,-108.82,-108.81,-118.62,-111.15,-115.05,-107.8,-109.57,-114.99,-111.34,-113.87,-109.26,-108.65,-115.07,-112.82,-113.9,-108.67,-118.41,-114.05,-119.21,-109.23,-113.89,-112.47,-113.14,-113.18,-108.34,-119.47,-102.26,-107.01,-107.16,-113.19,-116.75,-108.01,-116.12,-110.16,-114.05,-107.51,-114.84,-116.92,-112.78,-108.49,-119.44,-111.71,-116.8,-115.81,-111.18,-114.61,-110.18,-108.99,-116.84,-112.24,-116.59,-106.33,-104.73,-112.27,-113.65,-110.12,-112.04,-114.27,-109.47,-115.97,-107.06,-110.28,-114.1,-118.98,-116.14,-115.72,-114.23,-111.86,-108.87,-110.14,-105.36
35,-108.01,-109.6,-113.65,-110.8,-110.61,-113.1,-116.95,-113.44,-113.36,-117.64,-110.89,-108.27,-112.33,-108.65,-114.26,-103.39,-112.81,-107.31,-111.78,-119.25,-102.67,-112.36,-113.05,-113.52,-116.47,-118.72,-106.28,-113.03,-110.63,-108.82,-110.47,-118.62,-109.48,-115.05,-106.14,-109.57,-114.99,-111.34,-113.87,-110.92,-108.65,-115.07,-114.48,-115.57,-110.33,-118.41,-114.05,-117.55,-107.57,-110.57,-112.47,-113.14,-114.85,-105.02,-117.81,-103.93,-107.01,-108.83,-113.19,-116.75,-106.34,-116.12,-111.82,-114.05,-107.51,-114.84,-115.26,-114.44,-108.49,-119.44,-111.71,-116.8,-115.81,-111.18,-112.95,-110.18,-108.99,-116.84,-110.58,-116.59,-106.33,-104.73,-112.27,-113.65,-110.12,-113.7,-114.27,-109.47,-114.31,-107.06,-110.28,-114.1,-117.32,-114.47,-115.72,-114.23,-111.86,-108.87,-110.14,-102.03
36,-105.6,-112.01,-113.65,-108.39,-110.61,-113.1,-116.95,-115.85,-110.95,-115.23,-110.89,-108.27,-114.74,-111.06,-114.26,-103.39,-112.81,-104.9,-111.78,-116.84,-105.08,-112.36,-115.46,-113.52,-116.47,-118.72,-106.28,-113.03,-110.63,-108.82,-112.88,-118.62,-111.89,-115.05,-108.55,-109.57,-112.58,-111.34,-113.87,-110.92,-108.65,-115.07,-114.48,-110.75,-107.92,-118.41,-114.05,-117.55,-107.57,-112.98,-112.47,-113.14,-112.44,-107.43,-117.81,-106.34,-104.6,-108.83,-113.19,-116.75,-103.94,-116.12,-114.23,-114.05,-107.51,-114.84,-115.26,-114.44,-108.49,-119.44,-111.71,-116.8,-115.81,-111.18,-112.95,-110.18,-106.58,-114.43,-108.17,-116.59,-106.33,-104.73,-112.27,-113.65,-110.12,-113.7,-114.27,-109.47,-111.9,-107.06,-110.28,-114.1,-117.32,-116.88,-115.72,-114.23,-114.27,-108.87,-110.14,-104.44
37,-105.6,-111.21,-113.65,-109.19,-110.61,-113.1,-116.95,-115.05,-110.95,-115.23,-110.89,-108.27,-113.13,-110.26,-114.26,-103.39,-112.81,-105.7,-111.78,-117.65,-104.27,-112.36,-114.65,-113.52,-116.47,-118.72,-106.28,-113.03,-110.63,-108.82,-112.07,-118.62,-111.09,-115.05,-108.55,-109.57,-112.58,-111.34,-113.87,-110.92,-108.65,-115.07,-113.68,-111.55,-108.72,-118.41,-114.05,-117.55,-107.57,-112.17,-112.47,-113.14,-113.24,-107.43,-117.81,-105.53,-105.41,-108.02,-113.19,-116.75,-104.74,-116.12,-114.23,-114.05,-107.51,-114.84,-116.07,-113.64,-108.49,-119.44,-111.71,-116.8,-115.0,-111.18,-113.75,-110.18,-107.39,-115.23,-108.97,-116.59,-106.33,-105.53,-112.27,-113.65,-109.32,-113.7,-114.27,-109.47,-112.7,-107.06,-110.28,-114.1,-117.32,-116.08,-115.72,-114.23,-113.47,-108.87,-110.14,-102.83
38,-106.79,-111.21,-113.65,-110.38,-110.61,-113.1,-116.95,-113.85,-112.15,-115.23,-110.89,-108.27,-113.13,-109.06,-114.26,-103.39,-112.81,-106.89,-111.78,-117.65,-103.08,-112.36,-113.46,-113.52,-116.47,-118.72,-106.28,-113.03,-110.63,-108.82,-110.88,-118.62,-111.09,-115.05,-107.35,-109.57,-112.58,-111.34,-113.87,-110.92,-108.65,-115.07,-114.87,-112.74,-109.92,-118.41,-114.05,-117.55,-107.57,-110.98,-112.47,-113.14,-113.24,-107.43,-117.81,-105.53,-106.6,-108.02,-113.19,-116.75,-104.74,-116.12,-113.04,-114.05,-107.51,-113.64,-116.07,-114.83,-108.49,-119.44,-111.71,-116.8,-115.0,-111.18,-112.55,-110.18,-108.58,-115.23,-110.17,-116.59,-106.33,-105.53,-112.27,-113.65,-110.51,-113.7,-113.07,-109.47,-112.7,-107.06,-110.28,-114.1,-117.32,-114.89,-115.72,-114.23,-112.28,-108.87,-110.14,-104.03
39,-106.79,-110.01,-113.65,-109.18,-110.61,-111.9,-116.95,-113.85,-112.15,-115.23,-110.89,-108.27,-113.13,-109.06,-114.26,-103.39,-112.81,-106.89,-111.78,-117.65,-104.28,-112.36,-113.46,-113.52,-116.47,-118.72,-106.28,-113.03,-110.63,-108.82,-109.68,-118.62,-111.09,-115.05,-107.35,-109.57,-112.58,-111.34,-113.87,-109.72,-108.65,-115.07,-114.87,-113.94,-109.92,-118.41,-114.05,-117.55,-107.57,-110.98,-112.47,-113.14,-113.24,-106.23,-117.81,-104.33,-106.6,-108.02,-113.19,-116.75,-104.74,-116.12,-114.24,-114.05,-107.51,-114.84,-114.87,-113.63,-108.49,-119.44,-111.71,-116.8,-115.0,-111.18,-113.75,-110.18,-108.58,-115.23,-108.97,-116.59,-106.33,-105.53,-112.27,-113.65,-110.51,-112.5,-113.07,-109.47,-113.9,-107.06,-109.08,-114.1,-117.32,-116.09,-115.72,-114.23,-111.08,-108.87,-110.14,-101.63
40,-106.79,-110.01,-113.65,-109.18,-110.61,-111.9,-116.95,-113.85,-112.15,-115.23,-110.89,-108.27,-113.13,-109.06,-114.26,-103.39,-112.81,-106.89,-111.78,-117.65,-102.97,-112.36,-112.15,-113.52,-116.47,-118.72,-106.28,-113.03,-110.63,-108.82,-110.99,-118.62,-109.78,-115.05,-107.35,-109.57,-112.58,-111.34,-113.87,-111.03,-108.65,-115.07,-113.57,-113.94,-109.92,-118.41,-114.05,-117.55,-107.57,-112.29,-112.47,-111.83,-113.24,-107.54,-117.81,-105.64,-105.29,-108.02,-113.19,-116.75,-104.74,-116.12,-111.62,-114.05,-107.51,-113.53,-114.87,-113.63,-108.49,-119.44,-111.71,-116.8,-115.0,-111.18,-112.45,-110.18,-108.58,-115.23,-108.97,-116.59,-106.33,-105.53,-112.27,-113.65,-110.51,-113.81,-113.07,-109.47,-112.59,-107.06,-110.39,-114.1,-117.32,-114.78,-115.72,-114.23,-111.08,-108.87,-110.14,-102.94
41,-106.79,-110.01,-113.65,-109.18,-110.61,-111.9,-115.7,-115.11,-112.15,-115.23,-110.89,-108.27,-114.39,-109.06,-114.26,-104.65,-112.81,-106.89,-111.78,-117.65,-104.22,-112.36,-113.4,-112.27,-116.47,-118.72,-106.28,-113.03,-110.63,-108.82,-109.74,-117.37,-109.78,-115.05,-107.35,-109.57,-112.58,-111.34,-113.87,-111.03,-108.65,-115.07,-113.57,-113.94,-109.92,-118.41,-114.05,-117.55,-107.57,-109.78,-112.47,-111.83,-113.24,-106.29,-117.81,-104.39,-106.54,-108.02,-113.19,-116.75,-104.74,-116.12,-112.87,-114.05,-107.51,-114.79,-114.87,-113.63,-108.49,-119.44,-111.71,-116.8,-116.26,-111.18,-113.7,-110.18,-108.58,-115.23,-108.97,-116.59,-106.33,-105.53,-112.27,-113.65,-110.51,-112.56,-113.07,-109.47,-112.59,-107.06,-110.39,-114.1,-117.32,-113.53,-115.72,-114.23,-111.08,-108.87,-110.14,-104.19
42,-106.79,-111.04,-113.65,-109.18,-110.61,-111.9,-115.7,-114.08,-112.15,-115.23,-110.89,-108.27,-113.36,-109.06,-114.26,-103.62,-112.81,-106.89,-111.78,-117.65,-104.22,-112.36,-112.37,-112.27,-116.47,-118.72,-106.28,-113.03,-110.63,-108.82,-110.77,-117.37,-109.78,-115.05,-107.35,-109.57,-112.58,-111.34,-113.87,-110.0,-108.65,-115.07,-113.57,-112.92,-109.92,-118.41,-114.05,-117.55,-107.57,-110.81,-112.47,-111.83,-114.27,-107.31,-117.81,-105.42,-105.51,-108.02,-113.19,-116.75,-104.74,-116.12,-112.87,-114.05,-107.51,-113.76,-114.87,-113.63,-108.49,-119.44,-111.71,-116.8,-115.23,-111.18,-112.67,-110.18,-108.58,-115.23,-110.0,-116.59,-106.33,-105.53,-112.27,-113.65,-108.46,-113.59,-113.07,-109.47,-112.59,-107.06,-110.39,-114.1,-117.32,-114.55,-115.72,-114.23,-112.1,-108.87,-110.14,-102.13
43,-106.79,-111.04,-113.65,-109.18,-110.61,-111.9,-115.7,-112.86,-112.15,-115.23,-110.89,-108.27,-113.36,-109.06,-114.26,-103.62,-112.81,-106.89,-111.78,-118.86,-104.22,-112.36,-112.37,-112.27,-116.47,-118.72,-106.28,-113.03,-110.63,-108.82,-109.55,-117.37,-109.78,-115.05,-107.35,-109.57,-112.58,-111.34,-113.87,-111.22,-108.65,-115.07,-113.57,-114.13,-109.92,-118.41,-114.05,-117.55,-107.57,-112.03,-112.47,-111.83,-111.84,-107.31,-116.59,-104.2,-104.3,-108.02,-113.19,-116.75,-105.96,-116.12,-112.87,-112.83,-107.51,-114.97,-114.87,-113.63,-108.49,-119.44,-111.71,-116.8,-115.23,-111.18,-112.67,-110.18,-108.58,-115.23,-108.78,-116.59,-106.33,-105.53,-112.27,-113.65,-109.67,-112.37,-113.07,-108.26,-112.59,-107.06,-110.39,-114.1,-117.32,-115.77,-115.72,-114.23,-110.89,-108.87,-110.14,-103.35
44,-106.79,-110.14,-113.65,-109.18,-110.61,-111.9,-115.7,-113.76,-112.15,-115.23,-110.89,-108.27,-113.36,-109.06,-114.26,-103.62,-112.81,-106.89,-111.78,-117.96,-103.32,-112.36,-113.28,-112.27,-116.47,-117.82,-106.28,-113.03,-110.63,-107.92,-110.45,-117.37,-109.78,-115.05,-107.35,-109.57,-112.58,-111.34,-113.87,-110.31,-108.65,-115.07,-113.57,-113.23,-109.01,-118.41,-114.05,-117.55,-107.57,-110.22,-112.47,-111.83,-111.84,-107.31,-116.59,-105.1,-105.2,-108.02,-113.19,-116.75,-105.05,-116.12,-112.87,-112.83,-107.51,-114.07,-114.87,-113.63,-108.49,-119.44,-111.71,-116.8,-115.23,-111.18,-113.57,-110.18,-108.58,-115.23,-109.68,-116.59,-106.33,-105.53,-112.27,-113.65,-109.67,-113.28,-113.07,-109.16,-111.69,-107.06,-108.58,-114.1,-117.32,-114.87,-115.72,-114.23,-111.79,-108.87,-110.14,-104.25
45,-106.79,-110.14,-113.65,-108.07,-110.61,-111.9,-115.7,-113.76,-112.15,-115.23,-110.89,-108.27,-113.36,-109.06,-114.26,-103.62,-112.81,-105.77,-111.78,-117.96,-104.44,-112.36,-112.16,-112.27,-116.47,-117.82,-106.28,-113.03,-110.63,-107.92,-110.45,-117.37,-109.78,-115.05,-107.35,-109.57,-112.58,-111.34,-113.87,-111.43,-108.65,-115.07,-113.57,-113.23,-109.01,-118.41,-114.05,-117.55,-107.57,-111.34,-112.47,-111.83,-112.95,-105.08,-116.59,-105.1,-106.32,-108.02,-113.19,-116.75,-105.05,-116.12,-112.87,-112.83,-107.51,-115.19,-113.75,-113.63,-108.49,-119.44,-111.71,-116.8,-115.23,-110.06,-112.45,-110.18,-108.58,-115.23,-110.8,-116.59,-106.33,-105.53,-112.27,-113.65,-108.55,-113.28,-111.95,-109.16,-112.81,-107.06,-108.58,-114.1,-117.32,-114.87,-115.72,-114.23,-110.67,-108.87,-110.14,-102.01
46,-106.79,-110.14,-113.65,-108.07,-110.61,-111.9,-115.7,-113.76,-111.15,-115.23,-110.89,-108.27,-112.36,-108.06,-114.26,-104.62,-112.81,-106.77,-111.78,-116.96,-103.44,-112.36,-113.16,-112.27,-116.47,-117.82,-106.28,-113.03,-110.63,-107.92,-109.45,-117.37,-109.78,-115.05,-107.35,-109.57,-112.58,-111.34,-113.87,-110.43,-108.65,-115.07,-113.57,-113.23,-109.01,-118.41,-114.05,-117.55,-107.57,-110.34,-112.47,-110.83,-112.95,-106.08,-117.59,-104.1,-107.32,-108.02,-113.19,-116.75,-104.05,-116.12,-112.87,-112.83,-107.51,-114.19,-114.75,-112.63,-108.49,-119.44,-111.71,-116.8,-115.23,-110.06,-113.45,-110.18,-108.58,-115.23,-109.8,-116.59,-106.33,-105.53,-112.27,-113.65,-109.55,-114.28,-111.95,-109.16,-112.81,-107.06,-108.58,-114.1,-117.32,-113.87,-114.72,-114.23,-111.67,-108.87,-110.14,-103.01
