iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,2302.0,2570,2302.0,100000,0.977,,
1,2300.0,4001,2302.0,4001,0.425,_182_187_193,
2,2301.0,5094,2302.0,4001,0.425,_168_169_175_192_198,
3,2305.0,3542,2305.0,3542,0.349,_184_191,
4,2308.0,4425,2308.0,3542,0.348,_163_180_187_188,
5,2310.0,4451,2310.0,3542,0.348,_149_178_193_199,
6,2311.0,4499,2311.0,3542,0.348,_186_190_197_198,
7,2315.0,2912,2315.0,2912,0.205,_137,
8,2315.0,3431,2315.0,2912,0.205,_187_194,
9,2317.0,2479,2317.0,2479,0.065,,
10,2321.0,3499,2321.0,2479,0.064,_154_187,
11,2320.0,2411,2321.0,2411,0.037,,
12,2319.0,2909,2321.0,2411,0.037,_87,
13,2320.0,2419,2321.0,2411,0.037,,
14,2323.0,2375,2323.0,2375,0.022,,
15,2320.0,2404,2323.0,2375,0.022,,
16,2321.0,2947,2323.0,2375,0.022,_196,
17,2322.0,2397,2323.0,2375,0.022,,
18,2323.0,2422,2323.0,2375,0.022,,
19,2323.0,2461,2323.0,2375,0.022,,
20,2321.0,2392,2323.0,2375,0.022,,
21,2322.0,2424,2323.0,2375,0.022,,
22,2325.0,2403,2325.0,2375,0.021,,
23,2323.0,2363,2325.0,2363,0.016,,
24,2324.0,2404,2325.0,2363,0.016,,
25,2320.0,2394,2325.0,2363,0.016,,
26,2323.0,2398,2325.0,2363,0.016,,
27,2325.0,2380,2325.0,2363,0.016,,
28,2324.0,2384,2325.0,2363,0.016,,
29,2324.0,2405,2325.0,2363,0.016,,
30,2325.0,2364,2325.0,2363,0.016,,
31,2325.0,2358,2325.0,2358,0.014,,
32,2324.0,2385,2325.0,2358,0.014,,
33,2324.0,2363,2325.0,2358,0.014,,
34,2325.0,2378,2325.0,2358,0.014,,
35,2325.0,2392,2325.0,2358,0.014,,
36,2326.0,2352,2326.0,2352,0.011,,
37,2325.0,2343,2326.0,2343,0.007,,
Running time: 13.19 sec
