iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,2661.0,9740,2661.0,100000,0.973,_100_112_124_133_142_159_168_169_174_179_186_194_196_198,
1,2661.0,12304,2661.0,12304,0.784,_88_106_109_110_111_119_121_122_129_143_145_148_155_161_165_167_170_180_187,
2,2662.0,18554,2662.0,12304,0.784,_60_61_65_70_72_74_79_82_84_85_104_115_118_125_127_140_144_157_160_162_163_166_174_175_177_181_185_190_191_192_193_198,
3,2680.0,15065,2680.0,12304,0.782,_54_78_89_90_92_94_99_112_120_123_124_133_142_150_158_161_168_169_171_179_183_186_194_195_196,
4,2689.0,16090,2689.0,12304,0.781,_86_88_95_101_102_105_111_116_121_122_129_132_134_135_136_138_139_146_148_149_152_154_155_159_173_178_187,
5,2702.0,14076,2702.0,12304,0.78,_40_54_57_64_65_75_81_85_93_96_98_100_103_104_109_110_123_131_145_158_167_172_174,
6,2711.0,12156,2711.0,12156,0.777,_61_74_91_106_107_108_118_119_121_124_133_142_143_161_168_179_180_186_196,
7,2718.0,16078,2718.0,12156,0.776,_72_77_83_84_88_92_102_112_114_115_129_130_140_144_147_155_157_162_163_166_169_171_184_185_190_193_194,
8,2727.0,14485,2727.0,12156,0.776,_43_51_54_56_57_58_65_81_85_86_94_97_98_105_123_125_158_159_160_168_189_191_192_199,
9,2731.0,14023,2731.0,12156,0.775,_52_60_62_76_79_93_100_102_104_107_109_116_124_127_133_145_165_174_175_177_179_186_187,
10,2739.0,13045,2739.0,12156,0.775,_46_54_70_74_82_88_89_90_91_95_111_119_121_122_123_132_142_181_194_195_196,
11,2745.0,10652,2745.0,10652,0.742,_54_55_58_65_73_77_78_83_104_112_143_146_155_161_167_169,
12,2747.0,12036,2747.0,10652,0.742,_28_32_40_64_66_105_120_129_130_133_138_145_148_149_152_157_158_164_179,
13,2750.0,12538,2750.0,10652,0.742,_44_63_95_100_101_108_110_141_144_147_156_162_166_169_170_171_174_186_193_194,
14,2755.0,14450,2755.0,10652,0.741,_35_38_42_43_52_71_83_85_86_92_94_98_99_106_107_109_118_123_135_142_150_159_176_180,
15,2758.0,12088,2758.0,10652,0.741,_14_27_34_45_47_59_62_65_72_75_102_124_130_143_162_179_183_185_192,
16,2761.0,11624,2761.0,10652,0.741,_54_67_74_80_93_96_119_121_125_133_151_160_168_172_173_177_186_194,
17,2764.0,11544,2764.0,10652,0.741,_58_73_81_87_91_102_105_109_134_136_154_155_159_162_165_184_185_196,
18,2768.0,10187,2768.0,10187,0.728,_46_51_61_71_77_89_90_94_104_113_115_133_143_157_190,
19,2773.0,11089,2773.0,10187,0.728,_31_40_43_54_72_76_96_105_122_130_139_161_169_179_186_195_198,
20,2774.0,11955,2774.0,10187,0.728,_8_15_28_33_41_57_62_64_65_83_88_123_127_159_164_174_187_191_194,
21,2777.0,11568,2777.0,10187,0.727,_27_60_78_81_84_91_108_111_118_119_124_129_147_148_152_153_180_185,
22,2779.0,10991,2779.0,10187,0.727,_32_39_102_107_120_133_138_142_145_155_160_163_168_169_178_186_188,
23,2779.0,9605,2779.0,9605,0.711,_27_43_54_66_68_70_85_86_101_104_109_121_181_196,
24,2781.0,9610,2781.0,9605,0.71,_13_37_44_82_83_93_100_110_126_128_130_140_141_171,
25,2784.0,8170,2784.0,8170,0.659,_19_29_30_86_90_97_157_165_184_193_194,
26,2785.0,8628,2785.0,8170,0.659,_7_12_26_55_106_112_142_143_145_156_170_177,
27,2787.0,8600,2787.0,8170,0.659,_5_40_53_56_75_77_119_122_146_148_162_179,
28,2787.0,8645,2787.0,8170,0.659,_3_18_58_61_76_81_88_89_98_124_164_187,
29,2784.0,8615,2787.0,8170,0.659,_93_107_109_116_123_137_144_155_176_184_190_191,
30,2787.0,8719,2787.0,8170,0.659,_51_57_64_74_87_92_127_130_161_164_166_197,
31,2791.0,7167,2791.0,7167,0.611,_49_54_65_95_104_123_145_168_186,
32,2781.0,7156,2791.0,7156,0.61,_7_12_14_50_56_83_174_187_196,
33,2781.0,7132,2791.0,7132,0.609,_85_89_94_100_105_112_159_171_188,
34,2767.0,7170,2791.0,7132,0.609,_47_58_88_119_125_133_143_153_198,
35,2725.0,6650,2791.0,6650,0.58,_7_19_55_81_108_134_165_184,
36,2696.0,5750,2791.0,5750,0.515,_43_57_122_180_192_194,
37,2646.0,5789,2791.0,5750,0.515,_141_155_161_165_168_193,
38,2600.0,5725,2791.0,5725,0.512,_13_21_41_87_133_196,
39,2576.0,6222,2791.0,5725,0.512,_40_65_70_72_110_111_123,
40,2521.0,5810,2791.0,5725,0.512,_43_167_185_187_188_191,
41,2474.0,4833,2791.0,4833,0.423,_56_58_102_159,
42,2414.0,4363,2791.0,4363,0.36,_67_110_166,
43,2384.0,2948,2791.0,2948,0.053,,
44,2381.0,11728,2791.0,2948,0.053,_163_169_170_172_173_175_176_177_178_179_181_182_183_186_187_190_195_197,
45,2613.0,2987,2791.0,2948,0.053,,
46,2729.0,6828,2791.0,2948,0.053,_149_152_156_163_182_186_195_199,
47,2778.0,4357,2791.0,2948,0.053,_100_138_160,
48,2786.0,4822,2791.0,2948,0.053,_77_90_101_179,
49,2793.0,3384,2793.0,2948,0.053,_115,
50,2785.0,3344,2793.0,2948,0.053,_198,
51,2783.0,3370,2793.0,2948,0.053,_154,
52,2782.0,2873,2793.0,2873,0.028,,
53,2775.0,4338,2793.0,2873,0.028,_162_169_183,
54,2801.0,2914,2801.0,2873,0.025,,
55,2799.0,4375,2801.0,2873,0.025,_134_162_190,
56,2806.0,5251,2806.0,2873,0.023,_92_93_130_162_198,
57,2804.0,5230,2806.0,2873,0.023,_12_107_128_139_142,
58,2802.0,4740,2806.0,2873,0.023,_17_24_30_56,
59,2792.0,4276,2806.0,2873,0.023,_123_144_174,
60,2770.0,3399,2806.0,2873,0.023,_94,
61,2765.0,3352,2806.0,2873,0.023,_126,
62,2748.0,3807,2806.0,2873,0.023,_86_143,
63,2733.0,3812,2806.0,2873,0.023,_49_187,
64,2716.0,2871,2806.0,2871,0.023,,
65,2687.0,4386,2806.0,2871,0.023,_180_185_197,
66,2751.0,3361,2806.0,2871,0.023,_195,
67,2776.0,3372,2806.0,2871,0.023,_161,
68,2795.0,3379,2806.0,2871,0.023,_189,
69,2793.0,2855,2806.0,2855,0.017,,
70,2787.0,3867,2806.0,2855,0.017,_197_198,
71,2803.0,3351,2806.0,2855,0.017,_198,
72,2803.0,2888,2806.0,2855,0.017,,
73,2802.0,3433,2806.0,2855,0.017,_197,
74,2811.0,2844,2811.0,2844,0.012,,
75,2809.0,3801,2811.0,2844,0.012,_158_197,
76,2810.0,3796,2811.0,2844,0.012,_54_69,
77,2808.0,3316,2811.0,2844,0.012,_96,
78,2805.0,3323,2811.0,2844,0.012,_197,
79,2801.0,2838,2811.0,2838,0.01,,
Running time: 16.84 sec
