iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20,-260.12,-247.29,-264.28,-244.03,-230.83,-256.96,-244.76,-237.6,-297.98,-302.97,-251.43,-236.3,-266.8,-249.12,-235.01,-260.87,-233.32,-296.13,-286.24,-243.83,-256.95,-278.57,-275.06,-234.63,-233.03,-255.0,-376.0,-223.1,-326.36,-241.51,-243.99,-228.18,-268.56,-235.77,-237.19,-259.85,-352.58,-269.87,-223.64,-249.8,-250.13,-231.58,-269.94,-252.52,-256.4,-250.84,-267.26,-314.9,-257.93,-248.17,-239.39,-231.57,-243.1,-241.78,-247.03,-255.17,-254.6,-243.84,-304.14,-248.31,-234.61,-227.3,-327.39,-245.11,-234.1,-233.06,-241.02,-256.56,-228.2,-243.74,-288.55,-229.11,-242.87,-242.33,-241.22,-283.99,-249.64,-238.82,-251.71,-229.98,-316.36,-236.85,-240.44,-281.54,-247.24,-250.51,-264.13,-245.04,-533.37,-250.3,-247.04,-254.67,-239.2,-262.63,-260.78,-308.84,-292.21,-238.88,-243.78,-242.33
21,-260.12,-247.29,-264.28,-244.03,-230.83,-256.96,-244.76,-237.6,-313.55,-287.4,-251.43,-251.87,-266.8,-249.12,-250.58,-260.87,-233.32,-311.71,-301.81,-243.83,-256.95,-278.57,-243.91,-234.63,-233.03,-255.0,-376.0,-238.67,-326.36,-241.51,-243.99,-228.18,-268.56,-235.77,-237.19,-259.85,-352.58,-269.87,-223.64,-234.22,-250.13,-231.58,-269.94,-252.52,-256.4,-250.84,-267.26,-314.9,-257.93,-248.17,-239.39,-231.57,-243.1,-241.78,-247.03,-255.17,-254.6,-243.84,-304.14,-232.74,-234.61,-242.87,-327.39,-260.69,-218.53,-248.63,-241.02,-256.56,-228.2,-243.74,-288.55,-244.68,-258.45,-242.33,-241.22,-283.99,-234.06,-238.82,-251.71,-245.55,-316.36,-236.85,-224.86,-281.54,-247.24,-250.51,-279.71,-245.04,-533.37,-250.3,-247.04,-239.1,-239.2,-262.63,-260.78,-308.84,-292.21,-238.88,-243.78,-226.75
22,-260.12,-247.29,-264.28,-254.85,-230.83,-256.96,-233.95,-248.42,-302.74,-298.21,-251.43,-241.06,-266.8,-249.12,-228.95,-260.87,-233.32,-311.71,-280.18,-243.83,-256.95,-278.57,-254.73,-234.63,-243.85,-255.0,-376.0,-227.86,-326.36,-241.51,-243.99,-228.18,-268.56,-235.77,-237.19,-259.85,-352.58,-269.87,-223.64,-245.04,-250.13,-242.39,-280.76,-241.7,-256.4,-250.84,-267.26,-314.9,-257.93,-248.17,-239.39,-231.57,-243.1,-241.78,-247.03,-255.17,-254.6,-243.84,-304.14,-243.55,-234.61,-232.06,-327.39,-249.87,-229.34,-237.81,-251.84,-256.56,-228.2,-243.74,-288.55,-233.87,-247.63,-253.15,-241.22,-283.99,-244.88,-238.82,-251.71,-245.55,-316.36,-236.85,-235.68,-281.54,-247.24,-250.51,-268.89,-245.04,-533.37,-250.3,-247.04,-249.92,-239.2,-262.63,-260.78,-308.84,-292.21,-249.69,-243.78,-237.57
23,-260.12,-247.29,-264.28,-239.27,-246.4,-256.96,-249.52,-232.85,-302.74,-313.79,-251.43,-241.06,-266.8,-249.12,-244.53,-260.87,-233.32,-311.71,-295.75,-228.25,-256.95,-278.57,-270.3,-234.63,-228.28,-255.0,-376.0,-227.86,-326.36,-241.51,-243.99,-228.18,-268.56,-235.77,-252.76,-259.85,-352.58,-269.87,-223.64,-245.04,-250.13,-226.82,-265.18,-241.7,-256.4,-250.84,-267.26,-314.9,-257.93,-248.17,-223.82,-231.57,-243.1,-241.78,-247.03,-255.17,-254.6,-243.84,-304.14,-243.55,-234.61,-232.06,-342.97,-249.87,-244.91,-237.81,-236.27,-256.56,-243.78,-243.74,-288.55,-233.87,-247.63,-237.58,-256.79,-283.99,-260.45,-238.82,-251.71,-229.98,-316.36,-236.85,-235.68,-281.54,-247.24,-250.51,-253.32,-245.04,-533.37,-250.3,-247.04,-234.34,-239.2,-262.63,-260.78,-308.84,-292.21,-249.69,-243.78,-222.0
24,-260.12,-247.29,-264.28,-250.73,-234.95,-256.96,-238.07,-244.3,-302.74,-302.33,-251.43,-229.6,-266.8,-249.12,-233.08,-260.87,-233.32,-300.25,-295.75,-239.7,-256.95,-278.57,-258.85,-234.63,-239.73,-255.0,-376.0,-216.41,-326.36,-241.51,-243.99,-228.18,-257.11,-224.32,-241.31,-259.85,-352.58,-269.87,-223.64,-256.49,-250.13,-238.27,-265.18,-253.15,-256.4,-250.84,-267.26,-314.9,-257.93,-248.17,-235.27,-231.57,-243.1,-241.78,-247.03,-255.17,-254.6,-243.84,-304.14,-243.55,-234.61,-232.06,-342.97,-249.87,-233.46,-237.81,-247.72,-256.56,-232.33,-243.74,-288.55,-233.87,-247.63,-249.03,-233.89,-283.99,-249.0,-238.82,-251.71,-241.43,-316.36,-248.3,-247.13,-281.54,-247.24,-250.51,-264.77,-245.04,-533.37,-250.3,-247.04,-245.79,-239.2,-262.63,-260.78,-308.84,-292.21,-249.69,-243.78,-233.45
25,-260.12,-247.29,-264.28,-250.73,-234.95,-256.96,-238.07,-224.83,-283.27,-302.33,-251.43,-249.07,-266.8,-249.12,-233.08,-260.87,-233.32,-300.25,-315.22,-259.17,-256.95,-278.57,-278.32,-234.63,-220.26,-255.0,-376.0,-235.87,-326.36,-241.51,-243.99,-228.18,-276.58,-243.79,-221.85,-259.85,-352.58,-269.87,-223.64,-237.02,-250.13,-238.27,-265.18,-253.15,-256.4,-250.84,-267.26,-314.9,-257.93,-248.17,-235.27,-231.57,-243.1,-241.78,-247.03,-255.17,-254.6,-243.84,-304.14,-243.55,-234.61,-232.06,-342.97,-249.87,-252.93,-237.81,-228.25,-256.56,-232.33,-243.74,-288.55,-233.87,-228.16,-229.56,-253.36,-283.99,-249.0,-238.82,-251.71,-241.43,-316.36,-248.3,-227.66,-281.54,-247.24,-250.51,-284.24,-245.04,-533.37,-250.3,-247.04,-265.26,-239.2,-262.63,-260.78,-308.84,-292.21,-249.69,-243.78,-233.45
26,-260.12,-247.29,-264.28,-250.73,-234.95,-256.96,-248.05,-234.81,-293.25,-302.33,-251.43,-239.09,-266.8,-259.1,-233.08,-260.87,-233.32,-310.24,-295.25,-249.19,-256.95,-288.55,-258.35,-234.63,-230.24,-255.0,-376.0,-225.89,-326.36,-241.51,-243.99,-228.18,-266.59,-233.81,-231.83,-259.85,-352.58,-269.87,-223.64,-247.01,-250.13,-238.27,-265.18,-253.15,-266.38,-250.84,-267.26,-314.9,-257.93,-248.17,-245.25,-231.57,-243.1,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.55,-234.61,-232.06,-342.97,-249.87,-232.96,-237.81,-238.23,-256.56,-232.33,-243.74,-288.55,-233.87,-238.15,-239.54,-243.37,-283.99,-249.0,-248.8,-251.71,-251.42,-316.36,-248.3,-237.65,-281.54,-247.24,-250.51,-274.25,-245.04,-533.37,-250.3,-247.04,-255.28,-239.2,-262.63,-260.78,-308.84,-292.21,-249.69,-243.78,-243.43
27,-260.12,-261.2,-264.28,-250.73,-234.95,-256.96,-248.05,-248.72,-307.16,-302.33,-251.43,-239.09,-266.8,-259.1,-233.08,-246.97,-233.32,-310.24,-309.16,-235.28,-256.95,-288.55,-272.26,-234.63,-244.15,-255.0,-376.0,-239.8,-326.36,-241.51,-243.99,-228.18,-266.59,-233.81,-245.73,-259.85,-352.58,-269.87,-223.64,-233.1,-250.13,-224.36,-265.18,-253.15,-266.38,-250.84,-267.26,-314.9,-257.93,-248.17,-231.34,-231.57,-243.1,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.55,-234.61,-232.06,-342.97,-249.87,-246.87,-237.81,-252.14,-256.56,-232.33,-243.74,-288.55,-233.87,-252.05,-253.45,-229.47,-283.99,-249.0,-220.99,-251.71,-237.51,-316.36,-248.3,-223.74,-281.54,-247.24,-250.51,-260.35,-258.95,-533.37,-250.3,-247.04,-241.37,-239.2,-262.63,-260.78,-308.84,-292.21,-249.69,-243.78,-229.52
28,-260.12,-261.2,-264.28,-250.73,-234.95,-256.96,-238.56,-239.22,-297.66,-302.33,-251.43,-229.59,-266.8,-259.1,-242.57,-256.46,-233.32,-310.24,-290.17,-244.78,-256.95,-288.55,-262.76,-244.12,-234.65,-255.0,-376.0,-220.8,-326.36,-241.51,-243.99,-228.18,-266.59,-233.81,-236.24,-269.34,-352.58,-269.87,-223.64,-242.6,-250.13,-233.86,-265.18,-253.15,-266.38,-250.84,-267.26,-314.9,-257.93,-248.17,-240.84,-231.57,-252.6,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.55,-234.61,-241.55,-342.97,-249.87,-227.88,-247.31,-242.64,-256.56,-232.33,-243.74,-288.55,-233.87,-242.56,-243.95,-238.97,-283.99,-249.0,-230.49,-251.71,-247.01,-316.36,-248.3,-233.24,-281.54,-247.24,-250.51,-269.84,-249.45,-533.37,-250.3,-247.04,-250.87,-239.2,-262.63,-260.78,-308.84,-292.21,-249.69,-243.78,-239.02
29,-260.12,-261.2,-264.28,-250.73,-234.95,-256.96,-238.56,-239.22,-310.6,-315.27,-251.43,-242.53,-266.8,-259.1,-216.69,-256.46,-233.32,-310.24,-303.1,-231.84,-256.95,-288.55,-275.7,-231.18,-221.71,-255.0,-376.0,-233.74,-326.36,-241.51,-243.99,-228.18,-266.59,-233.81,-236.24,-269.34,-352.58,-269.87,-223.64,-255.54,-250.13,-233.86,-265.18,-240.21,-266.38,-250.84,-267.26,-314.9,-257.93,-248.17,-240.84,-231.57,-239.66,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.55,-234.61,-241.55,-342.97,-249.87,-240.82,-234.37,-242.64,-256.56,-232.33,-243.74,-288.55,-233.87,-255.5,-231.01,-251.9,-283.99,-261.94,-243.43,-251.71,-234.07,-316.36,-248.3,-246.18,-281.54,-247.24,-250.51,-256.91,-236.51,-533.37,-250.3,-247.04,-263.81,-239.2,-262.63,-260.78,-308.84,-279.27,-249.69,-243.78,-226.08
30,-260.12,-261.2,-264.28,-240.23,-234.95,-256.96,-238.56,-239.22,-300.11,-304.78,-251.43,-232.04,-266.8,-259.1,-227.19,-256.46,-233.32,-310.24,-282.12,-242.33,-256.95,-288.55,-275.7,-231.18,-232.2,-265.49,-376.0,-223.25,-326.36,-241.51,-243.99,-228.18,-266.59,-233.81,-246.73,-269.34,-352.58,-269.87,-223.64,-245.05,-250.13,-244.35,-275.68,-250.7,-255.89,-250.84,-267.26,-314.9,-257.93,-248.17,-240.84,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.55,-234.61,-241.55,-342.97,-260.36,-230.32,-244.86,-232.15,-256.56,-232.33,-243.74,-288.55,-233.87,-245.0,-241.5,-230.92,-283.99,-251.45,-243.43,-251.71,-244.56,-316.36,-248.3,-235.69,-281.54,-247.24,-250.51,-267.4,-247.0,-533.37,-250.3,-247.04,-253.32,-239.2,-262.63,-260.78,-308.84,-279.27,-249.69,-243.78,-236.57
31,-260.12,-261.2,-264.28,-255.0,-234.95,-256.96,-238.56,-253.99,-300.11,-304.78,-251.43,-246.81,-266.8,-259.1,-241.95,-256.46,-233.32,-310.24,-296.89,-257.1,-256.95,-288.55,-246.16,-245.95,-232.2,-265.49,-376.0,-238.02,-326.36,-241.51,-243.99,-228.18,-266.59,-233.81,-231.96,-269.34,-352.58,-269.87,-223.64,-230.28,-250.13,-229.58,-275.68,-250.7,-255.89,-250.84,-267.26,-314.9,-257.93,-248.17,-226.07,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.55,-234.61,-241.55,-342.97,-245.6,-230.32,-230.09,-246.92,-256.56,-232.33,-243.74,-288.55,-233.87,-259.77,-241.5,-245.69,-283.99,-236.68,-243.43,-251.71,-244.56,-316.36,-248.3,-235.69,-281.54,-232.47,-250.51,-267.4,-247.0,-533.37,-250.3,-247.04,-253.32,-239.2,-262.63,-260.78,-308.84,-279.27,-249.69,-243.78,-236.57
32,-260.12,-261.2,-264.28,-243.68,-234.95,-256.96,-249.88,-242.67,-311.43,-304.78,-251.43,-235.49,-266.8,-259.1,-219.31,-256.46,-233.32,-310.24,-308.21,-245.78,-256.95,-288.55,-257.49,-234.63,-232.2,-265.49,-376.0,-226.7,-326.36,-241.51,-243.99,-228.18,-266.59,-233.81,-243.28,-269.34,-352.58,-269.87,-223.64,-241.6,-250.13,-240.9,-264.35,-250.7,-267.21,-250.84,-267.26,-314.9,-257.93,-248.17,-237.39,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-243.55,-234.61,-241.55,-342.97,-245.6,-241.65,-241.42,-235.6,-256.56,-232.33,-232.42,-288.55,-233.87,-248.45,-230.18,-234.37,-283.99,-248.0,-243.43,-251.71,-244.56,-316.36,-248.3,-235.69,-281.54,-243.79,-250.51,-278.72,-247.0,-533.37,-250.3,-247.04,-253.32,-239.2,-262.63,-260.78,-308.84,-279.27,-249.69,-243.78,-236.57
33,-260.12,-261.2,-264.28,-257.27,-234.95,-256.96,-236.29,-242.67,-297.84,-304.78,-251.43,-235.49,-266.8,-259.1,-232.9,-256.46,-233.32,-310.24,-281.04,-232.19,-256.95,-288.55,-271.07,-234.63,-232.2,-265.49,-376.0,-240.28,-326.36,-241.51,-243.99,-228.18,-253.01,-233.81,-229.7,-269.34,-352.58,-269.87,-237.23,-255.19,-250.13,-240.9,-264.35,-250.7,-267.21,-250.84,-267.26,-314.9,-257.93,-248.17,-237.39,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-257.14,-234.61,-227.97,-342.97,-245.6,-228.06,-227.83,-249.18,-256.56,-232.33,-246.0,-288.55,-233.87,-248.45,-243.77,-247.95,-283.99,-261.59,-243.43,-251.71,-244.56,-316.36,-248.3,-235.69,-281.54,-243.79,-250.51,-265.13,-247.0,-533.37,-250.3,-247.04,-253.32,-239.2,-262.63,-260.78,-308.84,-279.27,-249.69,-243.78,-236.57
34,-260.12,-261.2,-264.28,-242.5,-234.95,-256.96,-236.29,-227.9,-312.61,-304.78,-251.43,-250.25,-266.8,-259.1,-247.66,-256.46,-233.32,-310.24,-295.81,-246.96,-256.95,-288.55,-271.07,-234.63,-246.97,-265.49,-376.0,-225.52,-326.36,-241.51,-243.99,-228.18,-267.77,-233.81,-244.47,-269.34,-352.58,-269.87,-237.23,-240.42,-250.13,-226.14,-279.12,-250.7,-267.21,-250.84,-267.26,-314.9,-257.93,-248.17,-237.39,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-242.37,-234.61,-242.73,-342.97,-245.6,-242.83,-242.6,-234.41,-256.56,-232.33,-231.23,-288.55,-233.87,-233.68,-243.77,-233.19,-283.99,-246.82,-243.43,-251.71,-244.56,-316.36,-248.3,-235.69,-281.54,-243.79,-250.51,-265.13,-247.0,-533.37,-250.3,-247.04,-253.32,-239.2,-262.63,-260.78,-308.84,-279.27,-249.69,-243.78,-236.57
35,-260.12,-261.2,-264.28,-256.09,-234.95,-256.96,-236.29,-241.49,-312.61,-304.78,-251.43,-236.67,-266.8,-259.1,-220.49,-256.46,-233.32,-296.65,-295.81,-233.37,-256.95,-288.55,-271.07,-234.63,-233.38,-265.49,-376.0,-239.1,-326.36,-241.51,-243.99,-228.18,-267.77,-233.81,-230.88,-255.76,-352.58,-269.87,-237.23,-254.0,-250.13,-226.14,-265.53,-250.7,-267.21,-250.84,-267.26,-314.9,-257.93,-248.17,-250.98,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-255.96,-234.61,-242.73,-342.97,-245.6,-229.24,-229.01,-248.0,-256.56,-232.33,-244.82,-288.55,-233.87,-247.27,-243.77,-246.77,-283.99,-260.41,-243.43,-251.71,-244.56,-316.36,-248.3,-249.27,-281.54,-243.79,-250.51,-265.13,-247.0,-533.37,-250.3,-247.04,-253.32,-239.2,-262.63,-260.78,-308.84,-279.27,-249.69,-243.78,-236.57
36,-260.12,-261.2,-264.28,-242.5,-234.95,-256.96,-249.88,-241.49,-312.61,-304.78,-251.43,-250.25,-266.8,-259.1,-234.08,-256.46,-233.32,-310.24,-295.81,-246.96,-256.95,-288.55,-257.49,-234.63,-246.97,-265.49,-376.0,-225.52,-326.36,-241.51,-243.99,-228.18,-267.77,-233.81,-244.47,-255.76,-352.58,-269.87,-237.23,-240.42,-250.13,-239.72,-279.12,-250.7,-253.63,-250.84,-267.26,-314.9,-257.93,-248.17,-237.39,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-242.37,-234.61,-242.73,-342.97,-259.18,-242.83,-242.6,-248.0,-256.56,-232.33,-244.82,-288.55,-233.87,-260.86,-257.36,-233.19,-283.99,-246.82,-243.43,-251.71,-244.56,-316.36,-248.3,-235.69,-281.54,-243.79,-250.51,-278.72,-247.0,-533.37,-250.3,-247.04,-253.32,-239.2,-262.63,-260.78,-308.84,-279.27,-249.69,-243.78,-236.57
37,-260.12,-261.2,-264.28,-253.82,-234.95,-245.64,-238.56,-241.49,-301.29,-304.78,-251.43,-238.93,-266.8,-259.1,-245.4,-256.46,-233.32,-310.24,-307.13,-235.64,-256.95,-288.55,-268.81,-245.95,-235.65,-265.49,-376.0,-236.84,-326.36,-241.51,-243.99,-228.18,-267.77,-233.81,-233.14,-255.76,-352.58,-269.87,-237.23,-251.74,-250.13,-239.72,-267.8,-250.7,-253.63,-250.84,-267.26,-314.9,-257.93,-248.17,-237.39,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-253.69,-245.93,-231.41,-342.97,-259.18,-231.51,-231.28,-236.68,-256.56,-232.33,-244.82,-288.55,-233.87,-249.53,-246.03,-244.51,-283.99,-258.14,-232.1,-251.71,-255.88,-316.36,-248.3,-247.01,-281.54,-255.11,-250.51,-267.4,-247.0,-533.37,-250.3,-247.04,-253.32,-239.2,-262.63,-260.78,-308.84,-279.27,-249.69,-243.78,-236.57
38,-260.12,-261.2,-264.28,-242.5,-234.95,-245.64,-238.56,-241.49,-301.29,-304.78,-251.43,-238.93,-266.8,-259.1,-245.4,-267.79,-233.32,-310.24,-284.49,-246.96,-256.95,-288.55,-268.81,-234.63,-235.65,-265.49,-376.0,-214.19,-326.36,-241.51,-243.99,-228.18,-267.77,-233.81,-244.47,-267.08,-352.58,-269.87,-237.23,-240.42,-250.13,-239.72,-267.8,-250.7,-264.95,-250.84,-267.26,-314.9,-257.93,-248.17,-237.39,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-242.37,-245.93,-242.73,-342.97,-259.18,-242.83,-242.6,-248.0,-256.56,-232.33,-244.82,-288.55,-233.87,-249.53,-234.71,-244.51,-283.99,-246.82,-243.43,-251.71,-244.56,-316.36,-248.3,-235.69,-281.54,-243.79,-250.51,-278.72,-247.0,-533.37,-250.3,-247.04,-264.64,-239.2,-262.63,-260.78,-308.84,-279.27,-249.69,-243.78,-247.89
39,-260.12,-261.2,-264.28,-250.48,-234.95,-245.64,-238.56,-241.49,-301.29,-304.78,-251.43,-238.93,-266.8,-259.1,-245.4,-259.8,-233.32,-310.24,-292.47,-238.97,-256.95,-288.55,-260.82,-242.61,-235.65,-265.49,-376.0,-222.18,-326.36,-241.51,-243.99,-228.18,-267.77,-233.81,-236.48,-267.08,-352.58,-269.87,-237.23,-248.4,-250.13,-239.72,-275.78,-250.7,-264.95,-250.84,-267.26,-314.9,-257.93,-248.17,-245.38,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-250.36,-245.93,-242.73,-342.97,-259.18,-234.84,-234.61,-240.02,-256.56,-232.33,-244.82,-288.55,-233.87,-249.53,-242.69,-244.51,-283.99,-254.81,-243.43,-251.71,-244.56,-316.36,-248.3,-243.67,-281.54,-243.79,-250.51,-270.73,-247.0,-533.37,-250.3,-247.04,-256.65,-239.2,-262.63,-260.78,-308.84,-279.27,-249.69,-243.78,-239.91
40,-260.12,-261.2,-264.28,-250.48,-234.95,-245.64,-238.56,-241.49,-301.29,-304.78,-251.43,-238.93,-266.8,-259.1,-235.01,-259.8,-233.32,-310.24,-302.86,-249.36,-256.95,-288.55,-271.21,-242.61,-235.65,-265.49,-376.0,-232.57,-326.36,-241.51,-243.99,-228.18,-267.77,-244.2,-236.48,-267.08,-352.58,-269.87,-237.23,-238.01,-250.13,-239.72,-275.78,-250.7,-264.95,-250.84,-267.26,-314.9,-257.93,-248.17,-234.99,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-250.36,-245.93,-242.73,-342.97,-259.18,-234.84,-245.0,-250.41,-256.56,-232.33,-244.82,-288.55,-233.87,-249.53,-242.69,-234.12,-283.99,-244.42,-243.43,-251.71,-244.56,-316.36,-248.3,-243.67,-281.54,-243.79,-250.51,-260.35,-257.39,-533.37,-250.3,-247.04,-256.65,-239.2,-262.63,-260.78,-308.84,-279.27,-239.3,-243.78,-239.91
41,-260.12,-261.2,-264.28,-250.48,-234.95,-245.64,-238.56,-241.49,-301.29,-304.78,-251.43,-238.93,-266.8,-259.1,-235.01,-259.8,-233.32,-316.01,-291.32,-243.59,-256.95,-288.55,-271.21,-236.84,-235.65,-265.49,-376.0,-226.8,-326.36,-241.51,-243.99,-228.18,-267.77,-238.42,-242.25,-267.08,-358.35,-269.87,-237.23,-243.78,-250.13,-239.72,-275.78,-250.7,-264.95,-250.84,-267.26,-314.9,-257.93,-248.17,-240.76,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-250.36,-245.93,-236.96,-342.97,-253.41,-240.62,-239.23,-244.63,-256.56,-232.33,-244.82,-288.55,-233.87,-249.53,-248.47,-239.89,-283.99,-250.19,-243.43,-251.71,-250.33,-316.36,-248.3,-243.67,-281.54,-243.79,-250.51,-266.12,-251.62,-533.37,-250.3,-247.04,-250.88,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-234.14
42,-260.12,-261.2,-264.28,-250.48,-234.95,-245.64,-238.56,-249.98,-309.78,-304.78,-251.43,-238.93,-266.8,-259.1,-243.5,-259.8,-233.32,-307.52,-299.81,-252.08,-256.95,-288.55,-262.72,-236.84,-235.65,-265.49,-376.0,-226.8,-326.36,-241.51,-243.99,-228.18,-267.77,-238.42,-233.76,-267.08,-358.35,-269.87,-237.23,-243.78,-250.13,-239.72,-275.78,-250.7,-264.95,-250.84,-267.26,-314.9,-257.93,-248.17,-240.76,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-233.37,-245.93,-236.96,-342.97,-253.41,-232.12,-239.23,-244.63,-256.56,-232.33,-244.82,-288.55,-233.87,-249.53,-239.97,-248.38,-283.99,-250.19,-243.43,-251.71,-241.84,-316.36,-248.3,-243.67,-281.54,-243.79,-250.51,-274.61,-251.62,-533.37,-250.3,-247.04,-250.88,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-242.63
43,-260.12,-261.2,-264.28,-258.98,-234.95,-245.64,-238.56,-241.49,-301.29,-304.78,-251.43,-238.93,-266.8,-259.1,-235.01,-259.8,-241.82,-307.52,-299.81,-243.59,-256.95,-288.55,-271.21,-236.84,-235.65,-265.49,-376.0,-235.29,-326.36,-241.51,-243.99,-228.18,-267.77,-238.42,-242.25,-267.08,-358.35,-269.87,-237.23,-243.78,-250.13,-239.72,-275.78,-250.7,-264.95,-250.84,-267.26,-314.9,-257.93,-248.17,-240.76,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-241.86,-245.93,-236.96,-342.97,-253.41,-240.62,-239.23,-244.63,-256.56,-240.82,-244.82,-288.55,-233.87,-249.53,-248.47,-239.89,-283.99,-250.19,-243.43,-251.71,-241.84,-316.36,-248.3,-243.67,-281.54,-243.79,-250.51,-266.12,-243.13,-533.37,-250.3,-247.04,-259.38,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-234.14
44,-260.12,-261.2,-264.28,-251.07,-234.95,-245.64,-238.56,-241.49,-309.2,-304.78,-251.43,-246.84,-266.8,-259.1,-242.92,-259.8,-241.82,-307.52,-291.9,-251.5,-256.95,-288.55,-263.3,-236.84,-235.65,-265.49,-376.0,-227.38,-326.36,-249.42,-243.99,-228.18,-267.77,-238.42,-234.35,-267.08,-358.35,-269.87,-237.23,-243.78,-250.13,-239.72,-275.78,-250.7,-264.95,-258.75,-267.26,-314.9,-257.93,-248.17,-240.76,-231.57,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-249.77,-245.93,-236.96,-342.97,-253.41,-232.71,-239.23,-244.63,-256.56,-240.82,-244.82,-288.55,-233.87,-249.53,-240.56,-247.8,-283.99,-250.19,-243.43,-251.71,-241.84,-316.36,-248.3,-235.76,-281.54,-243.79,-250.51,-274.02,-243.13,-533.37,-250.3,-247.04,-251.47,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-242.05
45,-260.12,-261.2,-264.28,-251.07,-234.95,-245.64,-238.56,-241.49,-302.04,-304.78,-251.43,-239.68,-266.8,-259.1,-242.92,-252.65,-241.82,-307.52,-299.06,-244.34,-256.95,-288.55,-270.46,-229.69,-242.8,-265.49,-376.0,-234.54,-326.36,-249.42,-243.99,-228.18,-267.77,-238.42,-234.35,-267.08,-358.35,-269.87,-237.23,-236.63,-250.13,-239.72,-275.78,-250.7,-264.95,-258.75,-267.26,-314.9,-257.93,-248.17,-240.76,-238.73,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-242.62,-245.93,-236.96,-342.97,-253.41,-239.86,-239.23,-237.48,-256.56,-240.82,-244.82,-288.55,-233.87,-242.38,-247.71,-240.64,-283.99,-257.34,-243.43,-251.71,-241.84,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-266.87,-250.28,-533.37,-250.3,-247.04,-251.47,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-242.05
46,-260.12,-261.2,-264.28,-251.07,-239.96,-245.64,-238.56,-241.49,-307.05,-304.78,-251.43,-234.68,-266.8,-259.1,-232.9,-252.65,-241.82,-307.52,-304.06,-244.34,-256.95,-288.55,-260.44,-234.7,-237.8,-265.49,-376.0,-229.53,-326.36,-249.42,-243.99,-228.18,-267.77,-238.42,-239.35,-267.08,-358.35,-269.87,-237.23,-241.64,-250.13,-239.72,-270.77,-250.7,-264.95,-258.75,-267.26,-314.9,-257.93,-248.17,-240.76,-238.73,-250.15,-241.78,-247.03,-265.16,-254.6,-243.84,-304.14,-247.62,-245.93,-236.96,-342.97,-253.41,-234.85,-239.23,-242.49,-256.56,-240.82,-244.82,-288.55,-238.87,-247.39,-242.7,-245.65,-283.99,-252.33,-243.43,-256.72,-241.84,-316.36,-248.3,-242.92,-281.54,-243.79,-250.51,-271.88,-245.27,-533.37,-250.3,-247.04,-256.48,-239.2,-262.63,-260.78,-308.84,-279.27,-245.07,-243.78,-242.05
