iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,4693.0,29801,4693.0,29801,0.843,_54_55_56_58_59_60_61_64_65_66_67_68_69_70_71_72_73_74_75_76_77_78_79_80_81_82_83_84_85_86_87_88_89_90_91_92_93_94_95_96_97_98_99,
1,8828.18,23597,8828.18,23597,0.626,_49_56_57_58_60_62_63_64_66_72_73_79_80_81_84_85_86_88_91_93_94_95_96_97_98,
2,8805.287,20905,8828.18,20905,0.578,_59_61_65_69_71_74_76_77_79_82_88_92_95_96_99,
3,9172.075,23463,9172.075,20905,0.561,_33_48_58_59_61_64_65_71_80_81_86_87_88_91_93_99,
4,9865.089,20649,9865.089,20649,0.522,_52_57_59_64_66_72_73_76_77_79_81_82_84_85_88_91_92_96_99,
5,10268.715,19721,10268.715,19721,0.479,_58_61_69_77_82_86_87_88_93,
6,10342.04,17273,10342.04,17273,0.401,_74_79_82_87_88_89_91_95_97_99,
7,11252.521,17008,11252.521,17008,0.338,_61_65_75_76_77_79_82_84_94_98,
8,11352.394,16417,11352.394,16417,0.308,_59_63_71_72_88_91_97_99,
9,11560.907,18416,11560.907,16417,0.296,_79_82_92_99,
10,11723.019,16732,11723.019,16417,0.286,_48_61_87_91_95_99,
11,11571.45,15105,11723.019,15105,0.224,_79_82_84_86_88,
12,12073.721,16470,12073.721,15105,0.201,_74_76_79_82_97_99,
13,12160.061,16143,12160.061,15105,0.195,_65_66_77_82_93,
14,12116.506,15332,12160.061,15105,0.195,_76_88_99,
15,12118.001,14317,12160.061,14317,0.151,_79,
16,12346.462,15694,12346.462,14317,0.138,_97_99,
17,12216.131,13365,12346.462,13365,0.076,_79,
18,12546.843,13734,12546.843,13365,0.061,,
19,12480.603,13664,12546.843,13365,0.061,_88,
20,12586.342,13563,12586.342,13365,0.058,_72_79,
21,12452.833,14044,12586.342,13365,0.058,_99,
22,12557.825,13664,12586.342,13365,0.058,,
23,12474.041,14086,12586.342,13365,0.058,,
24,12567.85,13937,12586.342,13365,0.058,_86,
25,12396.553,13382,12586.342,13365,0.058,_79,
26,12582.065,13712,12586.342,13365,0.058,,
27,12465.503,14403,12586.342,13365,0.058,_79_99,
28,12588.671,14281,12588.671,13365,0.058,_82,
29,12482.538,14720,12588.671,13365,0.058,_79_99,
30,12563.373,13268,12588.671,13268,0.051,,
31,12512.395,13302,12588.671,13268,0.051,,
32,12551.898,13285,12588.671,13268,0.051,,
33,12522.942,14032,12588.671,13268,0.051,_61,
34,12544.021,13714,12588.671,13268,0.051,,
35,12523.467,14173,12588.671,13268,0.051,_72,
36,12541.715,13548,12588.671,13268,0.051,_79_84,
37,12558.567,13424,12588.671,13268,0.051,_99,
38,12552.425,12924,12588.671,12924,0.026,,
39,12612.356,12967,12612.356,12924,0.024,,
40,12586.854,14113,12612.356,12924,0.024,_76_79_97,
41,12618.247,12983,12618.247,12924,0.024,,
42,12603.758,13959,12618.247,12924,0.024,,
43,12623.525,13150,12623.525,12924,0.023,_99,
44,12611.609,14746,12623.525,12924,0.023,_76,
45,12617.99,14505,12623.525,12924,0.023,,
46,12628.193,13295,12628.193,12924,0.023,_79,
47,12616.001,13715,12628.193,12924,0.023,,
48,12612.707,13415,12628.193,12924,0.023,_79,
49,12605.3,13261,12628.193,12924,0.023,_72,
50,12607.781,13875,12628.193,12924,0.023,_61_99,
51,12620.447,14090,12628.193,12924,0.023,,
52,12609.865,13687,12628.193,12924,0.023,_87_99,
53,12595.149,13749,12628.193,12924,0.023,,
54,12633.612,13736,12633.612,12924,0.022,_79_99,
55,12601.042,13072,12633.612,12924,0.022,,
56,12626.815,13941,12633.612,12924,0.022,,
