iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,18371.0,175712,18371.0,175712,0.895,_1278_1280_1281_1282_1283_1284_1285_1286_1287_1288_1289_1290_1291_1292_1293_1294_1295_1296_1297_1298_1299_1300_1301_1302_1303_1304_1305_1306_1307_1308_1309_1310_1311_1312_1313_1314_1315_1316_1317_1318_1319_1320_1321_1322_1323_1324_1325_1326_1327_1328_1329_1330_1331_1332_1333_1334_1335_1336_1337_1338_1339_1340_1341_1342_1343_1344_1345_1346_1347_1348_1349_1350_1351_1352_1353_1354_1355_1356_1357_1358_1359_1360_1361_1362_1363_1364_1365_1366_1367_1368_1369_1370_1371_1372_1373_1374_1375_1376_1377_1378_1379_1380_1381_1382_1383_1384_1385_1386_1387_1388_1389_1390_1391_1392_1393_1394_1395_1396_1397_1398_1399_1400_1401_1402_1403_1404_1405_1406_1407_1408_1409_1410_1411_1412_1413_1414_1415_1416_1417_1418_1419_1420_1421_1422_1423_1424_1425_1426_1427_1428_1429_1430_1431_1432_1433_1434_1435_1436_1437_1438_1439_1440_1441_1442_1443_1444_1445_1446_1447_1448_1449_1450_1451_1452_1453_1454_1455_1456_1457_1458_1459_1460_1461_1462_1463_1464_1465_1466_1467_1468_1469_1470_1471_1472_1473_1474_1475_1476_1477_1478_1479_1480_1481_1482_1483_1484_1485_1486_1487_1488_1489_1490_1491_1492_1493_1494_1495_1496_1497_1498_1499_1500_1501_1502_1503_1504_1505_1506_1507_1508_1509_1510_1511_1512_1513_1514_1515_1516_1517_1518_1519_1520_1521_1522_1523_1524_1525_1526_1527_1528_1529_1530_1531_1532_1533_1534_1535_1536_1537_1538_1539_1540_1541_1542_1543_1544_1545_1546_1547_1548_1549_1550_1551_1552_1553_1554_1555_1556_1557_1558_1559_1560_1561_1562_1563_1564_1565_1566_1567_1568_1569_1570_1571_1572_1573_1574_1575_1576_1577_1578_1579_1580_1581_1582_1583_1584_1585_1586_1587_1588_1589_1590_1591_1592_1593_1594_1595_1596_1597_1598_1599,
1,-105869.841,36215,18371.0,36215,0.493,,
2,-91024.794,35953,18371.0,35953,0.489,,
3,-77507.365,35359,18371.0,35359,0.48,,
4,-66072.89,34499,18371.0,34499,0.467,,
5,-56362.608,33711,18371.0,33711,0.455,,
6,-47290.455,32808,18371.0,32808,0.44,,
7,-39322.389,31818,18371.0,31818,0.423,,
8,-32287.198,31071,18371.0,31071,0.409,,
9,-25807.395,30516,18371.0,30516,0.398,,
10,-19797.459,29735,18371.0,29735,0.382,,
11,-14522.084,28937,18371.0,28937,0.365,,
12,-10167.606,28300,18371.0,28300,0.351,,
13,-6136.205,27530,18371.0,27530,0.333,,
14,-2732.94,26860,18371.0,26860,0.316,,
15,467.468,26186,18371.0,26186,0.298,,
16,2939.077,25620,18371.0,25620,0.283,,
17,5402.773,24895,18371.0,24895,0.262,,
18,7318.751,24479,18371.0,24479,0.25,,
19,8996.781,23942,18371.0,23942,0.233,,
20,10427.202,23571,18371.0,23571,0.221,,
21,11607.163,23035,18371.0,23035,0.202,,
22,12697.566,22710,18371.0,22710,0.191,,
23,13470.73,22402,18371.0,22402,0.18,,
24,14318.87,22079,18371.0,22079,0.168,,
25,14811.609,21809,18371.0,21809,0.158,,
26,15414.138,21617,18371.0,21617,0.15,,
27,15783.564,21246,18371.0,21246,0.135,,
28,16259.003,21160,18371.0,21160,0.132,,
29,16400.7,20792,18371.0,20792,0.116,,
30,16932.054,20710,18371.0,20710,0.113,,
31,16786.846,20463,18371.0,20463,0.102,,
32,17439.157,20370,18371.0,20370,0.098,,
33,17166.405,20221,18371.0,20221,0.091,,
34,17713.9,20016,18371.0,20016,0.082,,
35,17541.489,20029,18371.0,20016,0.082,,
36,17889.639,19865,18371.0,19865,0.075,,
37,17757.854,19840,18371.0,19840,0.074,,
38,18108.072,19662,18371.0,19662,0.066,,
39,17883.048,19677,18371.0,19662,0.066,,
40,18243.153,19550,18371.0,19550,0.06,,
