iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,3050.0,33305,3050.0,33305,0.908,_51_52_55_56_58_60_63_64_65_66_67_68_69_70_71_72_73_74_75_76_77_79_80_81_82_83_84_85_86_87_88_89_90_91_92_93_94_95_96_97_98_99,
1,7826.1,15262,7826.1,15262,0.487,,
2,7923.243,14816,7923.243,14816,0.465,,
3,8045.766,14978,8045.766,14816,0.457,,
4,7859.429,14596,8045.766,14596,0.449,,
5,8939.682,14149,8939.682,14149,0.368,,
6,8184.078,13806,8939.682,13806,0.352,,
7,9763.883,13552,9763.883,13552,0.28,,
8,9522.961,13948,9763.883,13552,0.28,,
9,10175.738,13378,10175.738,13378,0.239,,
10,9498.135,13216,10175.738,13216,0.23,,
11,10606.227,12488,10606.227,12488,0.151,,
12,10572.639,12904,10606.227,12488,0.151,,
13,10794.319,12870,10794.319,12488,0.136,,
14,10712.009,12819,10794.319,12488,0.136,,
15,10845.31,12683,10845.31,12488,0.132,,
16,10830.592,12954,10845.31,12488,0.132,,
17,10826.012,12854,10845.31,12488,0.132,,
18,10926.526,12479,10926.526,12479,0.124,,
19,10660.356,12825,10926.526,12479,0.124,,
20,11013.661,12759,11013.661,12479,0.117,,
21,10879.771,12473,11013.661,12473,0.117,,
22,11023.964,12578,11023.964,12473,0.116,,
23,10939.589,12461,11023.964,12461,0.115,,
24,10894.236,12463,11023.964,12461,0.115,,
25,10933.369,12286,11023.964,12286,0.103,,
26,11099.342,12578,11099.342,12286,0.097,,
27,11026.374,13010,11099.342,12286,0.097,,
28,11153.715,12416,11153.715,12286,0.092,,
29,11082.831,12475,11153.715,12286,0.092,,
30,11108.968,12364,11153.715,12286,0.092,,
31,10962.215,12497,11153.715,12286,0.092,,
32,11277.891,12316,11277.891,12286,0.082,,
33,10973.254,12509,11277.891,12286,0.082,,
34,11193.165,12601,11277.891,12286,0.082,,
35,11213.639,11940,11277.891,11940,0.055,,
36,11265.01,13548,11277.891,11940,0.055,,
37,11324.638,12512,11324.638,11940,0.052,,
38,11287.776,12457,11324.638,11940,0.052,,
39,11345.156,12431,11345.156,11940,0.05,,
40,11263.576,12307,11345.156,11940,0.05,,
41,11350.989,12232,11350.989,11940,0.049,,
42,11263.956,12977,11350.989,11940,0.049,,
