iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,1569.0,8856,1569.0,100000,0.984,_13_15_19_22_29_31_32_49_59_63_65_71_96_98_99,
1,1548.0,8869,1569.0,8869,0.823,_8_12_16_21_26_36_37_39_40_48_50_52_62_66_73,
2,1544.0,11318,1569.0,8869,0.823,_4_5_6_7_9_20_22_25_35_42_44_45_51_60_61_72_79_80_81_89,
3,1567.0,11255,1569.0,8869,0.823,_3_13_14_24_29_30_34_43_59_68_74_77_83_84_86_88_92_93_94_97,
4,1591.0,9360,1591.0,8869,0.821,_0_2_15_27_32_39_46_49_56_62_66_73_78_91_95_99,
5,1595.0,10355,1595.0,8869,0.82,_8_11_16_18_23_26_31_36_40_41_48_53_55_58_64_70_81_85,
6,1624.0,9777,1624.0,8869,0.817,_6_12_21_29_33_38_54_59_69_71_73_75_76_79_82_87_99,
7,1636.0,7446,1636.0,7446,0.78,_26_35_37_45_50_52_60_63_66_67_80_96,
8,1653.0,8422,1653.0,7446,0.778,_4_5_9_19_22_24_25_42_43_47_48_61_62_90,
9,1673.0,7469,1673.0,7446,0.775,_3_14_16_20_30_32_44_49_84_88_93_98,
10,1693.0,7437,1693.0,7437,0.772,_15_28_29_46_57_63_65_67_71_81_89_95,
11,1704.0,6006,1704.0,6006,0.716,_0_2_26_50_66_68_77_83_99,
12,1694.0,6971,1704.0,6006,0.716,_8_16_37_39_40_48_51_55_56_67_96,
13,1708.0,7918,1708.0,6006,0.716,_1_12_13_19_29_36_38_41_52_58_72_78_86,
14,1722.0,7005,1722.0,6006,0.713,_6_21_24_25_32_42_70_73_80_91_92,
15,1727.0,6064,1727.0,6006,0.712,_14_20_31_71_74_81_88_97_98,
16,1733.0,6509,1733.0,6006,0.711,_18_26_39_41_45_62_63_77_91_95,
17,1743.0,5543,1743.0,5543,0.686,_8_11_15_29_35_52_64_99,
18,1743.0,5061,1743.0,5061,0.656,_17_40_48_50_51_66_96,
19,1743.0,6040,1743.0,5061,0.656,_12_19_29_43_49_60_79_84_85,
20,1753.0,5068,1753.0,5061,0.654,_13_16_17_20_36_37_69,
21,1757.0,5121,1757.0,5061,0.653,_23_25_38_53_71_88_93,
22,1765.0,4621,1765.0,4621,0.618,_14_15_24_61_72_86,
23,1761.0,4206,1765.0,4206,0.58,_50_73_83_87_98,
24,1768.0,4177,1768.0,4177,0.577,_10_15_24_40_56,
25,1769.0,5091,1769.0,4177,0.576,_2_5_32_63_82_92_99,
26,1760.0,5552,1769.0,4177,0.576,_8_16_17_22_77_81_83_96,
27,1767.0,6080,1769.0,4177,0.576,_30_37_42_45_47_54_62_90_94,
28,1770.0,4666,1770.0,4177,0.576,_19_26_34_48_79_97,
29,1783.0,5083,1783.0,4177,0.573,_29_33_35_44_66_77_89,
30,1784.0,5619,1784.0,4177,0.573,_5_20_39_58_65_68_70_72,
31,1788.0,4680,1788.0,4177,0.572,_49_57_71_83_84_91,
32,1779.0,4651,1788.0,4177,0.572,_6_14_19_36_41_62,
33,1769.0,5576,1788.0,4177,0.572,_15_21_24_44_59_74_93_95,
34,1749.0,4200,1788.0,4177,0.572,_8_17_18_60_99,
35,1733.0,3711,1788.0,3711,0.518,_1_40_66_76,
36,1710.0,3749,1788.0,3711,0.518,_26_32_95_98,
37,1700.0,3757,1788.0,3711,0.518,_22_30_31_76,
38,1701.0,2807,1788.0,2807,0.363,_48_72,
39,1688.0,3719,1788.0,2807,0.363,_43_52_53_76,
40,1688.0,2805,1788.0,2805,0.363,_32_39,
41,1664.0,2797,1788.0,2797,0.361,_38_45,
42,1677.0,2795,1788.0,2795,0.36,_48_56,
43,1670.0,2354,1788.0,2354,0.24,_96,
44,1650.0,2351,1788.0,2351,0.239,_36,
45,1645.0,2848,1788.0,2351,0.239,_23_93,
46,1641.0,2825,1788.0,2351,0.239,_2_48,
47,1628.0,2820,1788.0,2351,0.239,_15_93,
48,1638.0,2846,1788.0,2351,0.239,_34_46,
49,1640.0,2838,1788.0,2351,0.239,_56_78,
50,1644.0,2825,1788.0,2351,0.239,_1_13,
51,1614.0,2386,1788.0,2351,0.239,_73,
52,1603.0,1912,1788.0,1912,0.065,,
53,1603.0,1931,1788.0,1912,0.065,,
54,1674.0,3844,1788.0,1912,0.065,_71_72_85_89,
55,1724.0,2880,1788.0,1912,0.065,_80_99,
56,1784.0,2827,1788.0,1912,0.065,_63_71,
57,1802.0,2359,1802.0,1912,0.058,_72,
58,1813.0,2777,1813.0,1912,0.052,_69_89,
59,1816.0,2306,1816.0,1912,0.05,_50,
60,1813.0,2792,1816.0,1912,0.05,_64_73,
61,1817.0,2316,1817.0,1912,0.05,_8,
62,1800.0,2342,1817.0,1912,0.05,_73,
63,1809.0,2285,1817.0,1912,0.05,_12,
64,1802.0,2298,1817.0,1912,0.05,_15,
65,1807.0,2314,1817.0,1912,0.05,_84,
66,1797.0,1850,1817.0,1850,0.018,,
67,1794.0,2347,1817.0,1850,0.018,_80,
68,1809.0,2354,1817.0,1850,0.018,_96,
69,1821.0,2813,1821.0,1850,0.016,_83_99,
70,1816.0,2331,1821.0,1850,0.016,_6,
71,1818.0,1891,1821.0,1850,0.016,,
72,1815.0,2353,1821.0,1850,0.016,_96,
73,1826.0,2799,1826.0,1850,0.013,_77_81,
74,1829.0,2784,1829.0,1850,0.011,_40_99,
75,1824.0,1884,1829.0,1850,0.011,,
76,1819.0,2357,1829.0,1850,0.011,_72,
77,1827.0,1867,1829.0,1850,0.011,,
78,1827.0,3250,1829.0,1850,0.011,_40_50_95,
79,1833.0,1873,1833.0,1850,0.009,,
Running time: 8.9 sec
