iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,1136.0,3432,1136.0,3432,0.669,_91_92_98_99,
1,-26.72,1437,1136.0,1437,0.209,,
2,194.39,1449,1136.0,1437,0.209,,
3,364.932,1443,1136.0,1437,0.209,,
4,481.238,1432,1136.0,1432,0.207,,
5,597.914,1401,1136.0,1401,0.189,,
6,681.985,1380,1136.0,1380,0.177,,
7,749.009,1351,1136.0,1351,0.159,,
8,803.842,1354,1136.0,1351,0.159,,
9,835.121,1330,1136.0,1330,0.146,,
10,898.003,1310,1136.0,1310,0.133,,
11,927.703,1316,1136.0,1310,0.133,,
12,960.36,1284,1136.0,1284,0.115,,
13,993.07,1297,1136.0,1284,0.115,,
14,1009.617,1273,1136.0,1273,0.108,,
15,1034.754,1262,1136.0,1262,0.1,,
16,1044.759,1251,1136.0,1251,0.092,,
17,1063.875,1244,1136.0,1244,0.087,,
18,1070.919,1225,1136.0,1225,0.073,,
19,1094.382,1221,1136.0,1221,0.07,,
20,1090.152,1217,1136.0,1217,0.067,,
21,1103.365,1216,1136.0,1216,0.066,,
22,1100.412,1209,1136.0,1209,0.06,,
23,1123.313,1193,1136.0,1193,0.048,,
24,1115.062,1199,1136.0,1193,0.048,,
25,1130.538,1197,1136.0,1193,0.048,,
26,1120.232,1188,1136.0,1188,0.044,,
27,1136.171,1195,1136.171,1188,0.044,,
28,1129.682,1199,1136.171,1188,0.044,,
29,1141.434,1188,1141.434,1188,0.039,,
30,1132.058,1224,1141.434,1188,0.039,,
31,1142.58,1196,1142.58,1188,0.038,,
32,1141.263,1186,1142.58,1186,0.037,,
33,1141.606,1183,1142.58,1183,0.034,,
34,1145.218,1187,1145.218,1183,0.032,,
35,1144.939,1184,1145.218,1183,0.032,,
36,1148.105,1179,1148.105,1179,0.026,,
37,1150.695,1180,1150.695,1179,0.024,,
38,1152.664,1179,1152.664,1179,0.022,,
39,1148.873,1186,1152.664,1179,0.022,,
40,1156.202,1208,1156.202,1179,0.019,,
41,1152.012,1176,1156.202,1176,0.017,,
42,1157.931,1187,1157.931,1176,0.015,,
43,1154.607,1220,1157.931,1176,0.015,,
44,1158.57,1177,1158.57,1176,0.015,,
45,1153.705,1181,1158.57,1176,0.015,,
46,1159.863,1207,1159.863,1176,0.014,,
47,1154.69,1176,1159.863,1176,0.014,,
48,1160.308,1171,1160.308,1171,0.009,,
Running time: 14.78 sec
