iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,16283.0,17023,16283.0,100000,0.837,,
1,15917.0,16942,16283.0,16942,0.039,,
2,15844.0,16912,16283.0,16912,0.037,,
3,15881.0,16907,16283.0,16907,0.037,,
4,15963.0,16896,16283.0,16896,0.036,,
5,16005.0,16903,16283.0,16896,0.036,,
6,16004.0,16895,16283.0,16895,0.036,,
7,16022.0,16889,16283.0,16889,0.036,,
8,16031.0,16890,16283.0,16889,0.036,,
9,16055.0,16889,16283.0,16889,0.036,,
10,16055.0,16889,16283.0,16889,0.036,,
11,16055.0,16889,16283.0,16889,0.036,,
12,16055.0,16889,16283.0,16889,0.036,,
13,16055.0,16889,16283.0,16889,0.036,,
14,16055.0,16889,16283.0,16889,0.036,,
15,16055.0,16889,16283.0,16889,0.036,,
16,16055.0,16889,16283.0,16889,0.036,,
17,16055.0,16889,16283.0,16889,0.036,,
18,16055.0,16889,16283.0,16889,0.036,,
19,16055.0,16889,16283.0,16889,0.036,,
20,16055.0,16889,16283.0,16889,0.036,,
21,16055.0,16889,16283.0,16889,0.036,,
22,16055.0,16889,16283.0,16889,0.036,,
23,16055.0,16889,16283.0,16889,0.036,,
24,16055.0,16889,16283.0,16889,0.036,,
25,16055.0,16889,16283.0,16889,0.036,,
26,16055.0,16889,16283.0,16889,0.036,,
27,16055.0,16889,16283.0,16889,0.036,,
28,16055.0,16889,16283.0,16889,0.036,,
29,16055.0,16889,16283.0,16889,0.036,,
30,16055.0,16889,16283.0,16889,0.036,,
31,16055.0,24266,16283.0,16889,0.036,_1343_1349_1407_1412_1426_1448_1452_1473_1494_1498_1557_1566_1585_1588_1598,
32,16203.0,18329,16283.0,16889,0.036,_1339_1518_1599,
33,15967.0,16585,16283.0,16585,0.018,,
34,15832.0,16574,16283.0,16574,0.018,,
35,16054.0,16485,16283.0,16485,0.012,,
36,16055.0,16419,16283.0,16419,0.008,,
Running time: 200.56 sec
