iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,1383.0,1556,1383.0,100000,0.986,,
1,1383.0,3460,1383.0,3460,0.6,_75_76_77_96,
2,1382.0,2584,1383.0,2584,0.465,_63_65,
3,1386.0,2462,1386.0,2462,0.437,_70_76,
4,1389.0,3921,1389.0,2462,0.436,_58_60_71_89_92,
5,1390.0,2975,1390.0,2462,0.435,_62_67_72,
6,1393.0,3441,1393.0,2462,0.434,_33_48_75_96,
7,1394.0,2977,1394.0,2462,0.434,_40_49_54,
8,1396.0,2447,1396.0,2447,0.43,_50_58,
9,1397.0,2421,1397.0,2421,0.423,_38_97,
10,1398.0,2417,1398.0,2417,0.422,_42_86,
11,1399.0,1436,1399.0,1436,0.026,,
12,1396.0,1504,1399.0,1436,0.026,,
13,1396.0,2871,1399.0,1436,0.026,_30_74_82,
14,1398.0,2393,1399.0,1436,0.026,_34_81,
15,1398.0,2383,1399.0,1436,0.026,_76_83,
16,1399.0,2395,1399.0,1436,0.026,_16_41,
17,1399.0,1913,1399.0,1436,0.026,_91,
18,1398.0,1941,1399.0,1436,0.026,_42,
19,1400.0,1932,1400.0,1436,0.025,_91,
20,1400.0,2409,1400.0,1436,0.025,_42_73,
21,1400.0,1923,1400.0,1436,0.025,_35,
22,1400.0,1915,1400.0,1436,0.025,_62,
23,1401.0,1898,1401.0,1436,0.024,_67,
24,1401.0,1441,1401.0,1436,0.024,,
25,1399.0,2373,1401.0,1436,0.024,_23_58,
26,1399.0,1443,1401.0,1436,0.024,,
27,1399.0,1423,1401.0,1423,0.015,,
28,1399.0,1423,1401.0,1423,0.015,,
29,1399.0,1412,1401.0,1412,0.008,,
Running time: 4.21 sec
