iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,1136.0,2727,1136.0,100000,0.989,_77_92_98,
1,1137.0,2276,1137.0,2276,0.5,_85_87,
2,1140.0,2299,1140.0,2276,0.499,_83_99,
3,1143.0,2851,1143.0,2276,0.498,_70_72_89,
4,1147.0,1285,1147.0,1285,0.107,,
5,1145.0,1743,1147.0,1285,0.107,_79,
6,1147.0,2668,1147.0,1285,0.107,_43_82_88,
7,1150.0,2255,1150.0,1285,0.105,_60_75,
8,1150.0,2698,1150.0,1285,0.105,_37_64_76,
9,1154.0,1680,1154.0,1285,0.102,_85,
10,1153.0,1740,1154.0,1285,0.102,_83,
11,1152.0,2176,1154.0,1285,0.102,_80_97,
12,1154.0,1223,1154.0,1223,0.056,,
13,1151.0,1233,1154.0,1223,0.056,,
14,1154.0,1250,1154.0,1223,0.056,,
15,1154.0,1230,1154.0,1223,0.056,,
16,1156.0,1729,1156.0,1223,0.055,_84,
17,1156.0,1689,1156.0,1223,0.055,_60,
18,1156.0,1182,1156.0,1182,0.022,,
19,1157.0,1226,1157.0,1182,0.021,,
20,1155.0,1218,1157.0,1182,0.021,,
21,1155.0,1200,1157.0,1182,0.021,,
22,1154.0,1172,1157.0,1172,0.013,,
23,1153.0,1244,1157.0,1172,0.013,,
24,1153.0,1181,1157.0,1172,0.013,,
25,1155.0,1183,1157.0,1172,0.013,,
26,1154.0,1186,1157.0,1172,0.013,,
27,1152.0,1192,1157.0,1172,0.013,,
28,1153.0,1237,1157.0,1172,0.013,,
29,1153.0,1180,1157.0,1172,0.013,,
30,1154.0,1652,1157.0,1172,0.013,_60,
31,1153.0,1205,1157.0,1172,0.013,,
32,1151.0,1208,1157.0,1172,0.013,,
33,1156.0,1734,1157.0,1172,0.013,_82,
34,1157.0,1228,1157.0,1172,0.013,,
35,1151.0,1173,1157.0,1172,0.013,,
36,1155.0,1181,1157.0,1172,0.013,,
37,1156.0,1187,1157.0,1172,0.013,,
38,1155.0,1173,1157.0,1172,0.013,,
39,1155.0,1190,1157.0,1172,0.013,,
40,1155.0,1172,1157.0,1172,0.013,,
41,1155.0,1179,1157.0,1172,0.013,,
42,1156.0,1167,1157.0,1167,0.009,,
Running time: 11.78 sec
