iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,4614.0,51353,4614.0,51353,0.91,_303_304_306_307_309_310_311_312_313_314_315_316_317_318_319_320_321_322_323_324_325_326_327_328_329_330_331_332_333_334_335_336_337_338_339_340_341_342_343_344_345_346_347_348_349_350_351_352_353_354_355_356_357_358_359_360_361_362_363_364_365_366_367_368_369_370_371_372_373_374_375_376_377_378_379_380_381_382_383_384_385_386_387_388_389_390_391_392_393_394_395_396_397_398_399,
1,-33804.272,9740,4614.0,9740,0.526,,
2,-29535.107,9755,4614.0,9740,0.526,,
3,-25583.933,9606,4614.0,9606,0.52,,
4,-22295.358,9361,4614.0,9361,0.507,,
5,-19558.309,9281,4614.0,9281,0.503,,
6,-16758.764,9065,4614.0,9065,0.491,,
7,-14299.65,8829,4614.0,8829,0.477,,
8,-12075.857,8509,4614.0,8509,0.458,,
9,-10133.445,8291,4614.0,8291,0.443,,
10,-8313.277,8077,4614.0,8077,0.429,,
11,-6696.444,7914,4614.0,7914,0.417,,
12,-5177.617,7658,4614.0,7658,0.397,,
13,-3785.816,7463,4614.0,7463,0.382,,
14,-2755.854,7320,4614.0,7320,0.37,,
15,-1730.04,7076,4614.0,7076,0.348,,
16,-850.68,6895,4614.0,6895,0.331,,
17,-54.588,6727,4614.0,6727,0.314,,
18,615.24,6609,4614.0,6609,0.302,,
19,1166.482,6454,4614.0,6454,0.285,,
20,1630.354,6309,4614.0,6309,0.269,,
21,2100.252,6169,4614.0,6169,0.252,,
22,2406.493,6097,4614.0,6097,0.243,,
23,2744.55,5956,4614.0,5956,0.225,,
24,3015.443,5890,4614.0,5890,0.217,,
25,3211.64,5732,4614.0,5732,0.195,,
26,3509.685,5670,4614.0,5670,0.186,,
27,3557.061,5577,4614.0,5577,0.173,,
28,3823.497,5502,4614.0,5502,0.161,,
29,3838.011,5484,4614.0,5484,0.159,,
30,4033.67,5378,4614.0,5378,0.142,,
31,4057.161,5399,4614.0,5378,0.142,,
32,4156.046,5269,4614.0,5269,0.124,,
33,4203.066,5265,4614.0,5265,0.124,,
34,4278.687,5236,4614.0,5236,0.119,,
35,4269.426,5256,4614.0,5236,0.119,,
36,4387.815,5192,4614.0,5192,0.111,,
37,4351.539,5140,4614.0,5140,0.102,,
38,4461.991,5127,4614.0,5127,0.1,,
39,4433.895,5122,4614.0,5122,0.099,,
40,4496.128,5073,4614.0,5073,0.09,,
41,4478.721,5041,4614.0,5041,0.085,,
42,4573.92,5070,4614.0,5041,0.085,,
43,4515.458,5024,4614.0,5024,0.082,,
44,4585.702,5004,4614.0,5004,0.078,,
45,4556.756,4975,4614.0,4975,0.073,,
46,4624.645,4949,4624.645,4949,0.066,,
47,4577.042,4982,4624.645,4949,0.066,,
48,4658.068,4947,4658.068,4947,0.058,,
49,4594.4,4964,4658.068,4947,0.058,,
50,4675.385,4925,4675.385,4925,0.051,,
51,4634.077,4933,4675.385,4925,0.051,,
52,4691.003,4921,4691.003,4921,0.047,,
53,4653.389,4917,4691.003,4917,0.046,,
54,4692.483,4921,4692.483,4917,0.046,,
55,4667.298,4894,4692.483,4894,0.041,,
56,4701.576,4903,4701.576,4894,0.039,,
57,4684.48,4907,4701.576,4894,0.039,,
58,4706.45,4912,4706.45,4894,0.038,,
59,4691.009,4903,4706.45,4894,0.038,,
60,4713.85,4876,4713.85,4876,0.033,,
61,4706.885,4872,4713.85,4872,0.032,,
62,4724.73,4876,4724.73,4872,0.03,,
63,4716.042,4884,4724.73,4872,0.03,,
64,4719.899,4869,4724.73,4869,0.03,,
65,4727.287,4888,4727.287,4869,0.029,,
66,4718.125,4873,4727.287,4869,0.029,,
67,4727.012,4869,4727.287,4869,0.029,,
68,4721.407,4922,4727.287,4869,0.029,,
69,4732.444,4858,4732.444,4858,0.026,,
70,4725.846,4875,4732.444,4858,0.026,,
71,4735.196,4839,4735.196,4839,0.021,,
72,4738.014,4925,4738.014,4839,0.021,,
73,4742.098,4913,4742.098,4839,0.02,,
74,4740.505,4834,4742.098,4834,0.019,,
75,4743.6,4859,4743.6,4834,0.019,,
76,4740.917,4855,4743.6,4834,0.019,,
77,4748.871,4892,4748.871,4834,0.018,,
78,4739.522,4881,4748.871,4834,0.018,,
79,4750.913,4924,4750.913,4834,0.017,,
80,4739.664,4843,4750.913,4834,0.017,,
81,4753.679,4825,4753.679,4825,0.015,,
82,4742.875,4860,4753.679,4825,0.015,,
83,4756.935,4842,4756.935,4825,0.014,,
84,4745.708,4837,4756.935,4825,0.014,,
85,4758.724,4837,4758.724,4825,0.014,,
86,4745.587,4834,4758.724,4825,0.014,,
87,4756.856,4866,4758.724,4825,0.014,,
88,4748.095,4835,4758.724,4825,0.014,,
89,4755.019,4828,4758.724,4825,0.014,,
90,4752.968,4863,4758.724,4825,0.014,,
91,4751.189,4929,4758.724,4825,0.014,,
92,4755.515,4911,4758.724,4825,0.014,,
93,4752.8,4875,4758.724,4825,0.014,,
94,4759.199,4840,4759.199,4825,0.014,,
95,4749.538,4826,4759.199,4825,0.014,,
96,4757.162,4895,4759.199,4825,0.014,,
97,4752.08,4862,4759.199,4825,0.014,,
98,4758.732,4853,4759.199,4825,0.014,,
99,4750.76,4840,4759.199,4825,0.014,,
100,4756.713,4866,4759.199,4825,0.014,,
101,4757.215,4848,4759.199,4825,0.014,,
102,4752.773,4897,4759.199,4825,0.014,,
103,4758.392,5320,4759.199,4825,0.014,_398,
104,4752.088,4865,4759.199,4825,0.014,,
105,4755.464,4861,4759.199,4825,0.014,,
106,4750.705,4842,4759.199,4825,0.014,,
107,4762.281,4868,4762.281,4825,0.013,,
108,4747.811,4846,4762.281,4825,0.013,,
109,4761.866,4840,4762.281,4825,0.013,,
110,4749.963,4862,4762.281,4825,0.013,,
111,4760.861,4848,4762.281,4825,0.013,,
112,4754.498,4842,4762.281,4825,0.013,,
113,4756.331,4833,4762.281,4825,0.013,,
114,4751.361,4836,4762.281,4825,0.013,,
115,4763.435,4838,4763.435,4825,0.013,,
116,4753.905,4907,4763.435,4825,0.013,,
117,4760.589,4875,4763.435,4825,0.013,,
118,4749.899,5395,4763.435,4825,0.013,_397,
119,4762.223,4866,4763.435,4825,0.013,,
120,4750.226,4872,4763.435,4825,0.013,,
121,4760.793,4853,4763.435,4825,0.013,,
122,4754.569,4836,4763.435,4825,0.013,,
123,4760.45,4847,4763.435,4825,0.013,,
124,4752.602,4891,4763.435,4825,0.013,,
125,4762.25,4855,4763.435,4825,0.013,,
126,4747.846,4949,4763.435,4825,0.013,,
127,4760.679,4858,4763.435,4825,0.013,,
128,4757.562,5863,4763.435,4825,0.013,_358_398,
129,4758.74,4833,4763.435,4825,0.013,,
130,4759.014,5422,4763.435,4825,0.013,_398,
131,4754.649,4892,4763.435,4825,0.013,,
132,4757.047,5344,4763.435,4825,0.013,_378,
133,4758.464,4952,4763.435,4825,0.013,,
134,4758.812,4881,4763.435,4825,0.013,,
135,4754.973,4856,4763.435,4825,0.013,,
136,4755.778,4892,4763.435,4825,0.013,,
137,4756.215,4911,4763.435,4825,0.013,,
138,4762.75,4846,4763.435,4825,0.013,,
139,4749.402,4852,4763.435,4825,0.013,,
140,4765.58,4962,4765.58,4825,0.012,,
141,4747.245,4892,4765.58,4825,0.012,,
142,4763.766,5857,4765.58,4825,0.012,_345_369,
143,4751.562,4836,4765.58,4825,0.012,,
144,4762.185,4858,4765.58,4825,0.012,,
145,4754.543,5407,4765.58,4825,0.012,_397,
146,4760.033,5877,4765.58,4825,0.012,_374_398,
147,4760.359,4838,4765.58,4825,0.012,,
148,4756.321,4866,4765.58,4825,0.012,,
149,4760.336,4911,4765.58,4825,0.012,,
150,4756.787,4850,4765.58,4825,0.012,,
151,4762.573,4874,4765.58,4825,0.012,,
152,4755.743,4821,4765.58,4821,0.011,,
153,4763.085,4994,4765.58,4821,0.011,,
154,4758.539,4847,4765.58,4821,0.011,,
155,4759.838,4909,4765.58,4821,0.011,,
156,4759.347,4880,4765.58,4821,0.011,,
157,4764.456,4871,4765.58,4821,0.011,,
158,4749.399,4871,4765.58,4821,0.011,,
159,4764.732,4874,4765.58,4821,0.011,,
160,4750.121,4870,4765.58,4821,0.011,,
161,4764.116,4882,4765.58,4821,0.011,,
162,4755.764,4890,4765.58,4821,0.011,,
163,4765.052,5462,4765.58,4821,0.011,_369,
164,4753.58,5354,4765.58,4821,0.011,_363,
165,4762.783,4839,4765.58,4821,0.011,,
166,4752.798,4877,4765.58,4821,0.011,,
167,4763.93,4878,4765.58,4821,0.011,,
168,4757.617,4872,4765.58,4821,0.011,,
169,4762.525,4864,4765.58,4821,0.011,,
170,4754.01,4831,4765.58,4821,0.011,,
171,4760.847,4849,4765.58,4821,0.011,,
172,4750.215,4941,4765.58,4821,0.011,,
173,4765.44,4846,4765.58,4821,0.011,,
174,4753.932,4845,4765.58,4821,0.011,,
175,4763.998,4854,4765.58,4821,0.011,,
176,4755.813,4894,4765.58,4821,0.011,,
177,4762.852,4853,4765.58,4821,0.011,,
178,4757.728,4856,4765.58,4821,0.011,,
179,4761.674,4893,4765.58,4821,0.011,,
180,4761.605,4858,4765.58,4821,0.011,,
181,4758.299,4884,4765.58,4821,0.011,,
182,4759.424,4867,4765.58,4821,0.011,,
183,4760.274,5451,4765.58,4821,0.011,_397,
184,4759.21,4830,4765.58,4821,0.011,,
185,4759.928,5413,4765.58,4821,0.011,_397,
186,4759.951,4896,4765.58,4821,0.011,,
187,4758.994,4855,4765.58,4821,0.011,,
188,4756.555,4914,4765.58,4821,0.011,,
189,4761.316,5870,4765.58,4821,0.011,_338_398,
190,4760.648,4945,4765.58,4821,0.011,,
191,4758.605,4866,4765.58,4821,0.011,,
192,4761.054,5436,4765.58,4821,0.011,_369,
193,4756.245,4847,4765.58,4821,0.011,,
194,4766.12,4857,4766.12,4821,0.011,,
195,4756.698,5361,4766.12,4821,0.011,_398,
196,4760.593,5381,4766.12,4821,0.011,_393,
197,4760.367,4864,4766.12,4821,0.011,,
198,4758.138,6901,4766.12,4821,0.011,_335_338_350_397,
199,4761.878,4856,4766.12,4821,0.011,,
Running time: 244.29 sec
