iteration,local_LB,local_UB,LB,UB,gap,un_served,repeat_served
0,7369.0,149485,7369.0,149485,0.951,_149_153_157_158_159_161_162_164_167_169_170_171_172_173_174_175_176_177_178_179_180_181_182_183_184_185_186_187_188_189_190_191_192_193_194_195_196_197_198_199_200_201_202_203_204_205_206_207_208_209_210_211_212_213_214_215_216_217_218_219_220_221_222_223_224_225_226_227_228_229_230_231_232_233_234_235_236_237_238_239_240_241_242_243_244_245_246_247_248_249_250_251_252_253_254_255_256_257_258_259_260_261_262_263_264_265_266_267_268_269_270_271_272_273_274_275_276_277_278_279_280_281_282_283_284_285_286_287_288_289_290_291_292_293_294_295_296_297_298_299_300_301_302_303_304_305_306_307_308_309_310_311_312_313_314_315_316_317_318_319_320_321_322_323_324_325_326_327_328_329_330_331_332_333_334_335_336_337_338_339_340_341_342_343_344_345_346_347_348_349_350_351_352_353_354_355_356_357_358_359_360_361_362_363_364_365_366_367_368_369_370_371_372_373_374_375_376_377_378_379_380_381_382_383_384_385_386_387_388_389_390_391_392_393_394_395_396_397_398_399,
1,39541.12,73297,39541.12,73297,0.461,_348_359_363_364_367_368_369_372_377_378_379_380_382_385_388_389_390_391_392_393_395_396_398_399,
2,41068.981,67554,41068.981,67554,0.392,_331_346_349_351_353_354_355_356_359_361_363_368_370_372_373_374_378_381_383_387_388_389_391_392_393_394_396_398,
3,38732.468,70390,41068.981,67554,0.392,_358_364_373_374_376_377_378_380_383_386_387_388_390_391_392_393_394_395_397_398_399,
4,36552.709,70308,41068.981,67554,0.392,_343_350_361_363_364_365_369_370_372_375_376_377_379_381_382_383_385_386_389_395_396_397_399,
5,36132.669,73367,41068.981,67554,0.392,_338_342_360_364_367_374_377_381_384_385_388_391_392_393_396_397_398_399,
6,37225.896,67431,41068.981,67431,0.391,_350_362_365_366_367_372_373_376_380_383_384_386_387_388_391_393_395_396_398_399,
7,37823.906,66785,41068.981,66785,0.385,_344_356_362_365_371_372_373_374_376_379_383_384_385_386_388_389_392_393_397_398_399,
8,38571.341,68398,41068.981,66785,0.385,_365_380_382_383_385_386_387_388_391_392_393_394_395_396_398_399,
9,38621.581,64497,41068.981,64497,0.363,_351_364_367_368_373_374_375_377_381_382_386_387_388_395_396_397,
10,38846.846,67555,41068.981,64497,0.363,_374_380_381_382_386_387_389_390_391_392_396_398_399,
11,39133.371,69797,41068.981,64497,0.363,_375_385_387_388_391_398,
12,39089.302,64263,41068.981,64263,0.361,_341_350_357_362_365_367_370_376_379_380_381_382_383_385_386_389_390_392_393_394_396_399,
13,38537.017,65161,41068.981,64263,0.361,_350_362_372_374_376_378_382_383_385_386_388_389_391_397_398_399,
14,39793.326,66819,41068.981,64263,0.361,_367_374_376_382_383_388_389_393_394_396_398,
15,40589.479,62199,41068.981,62199,0.34,_367_374_376_381_382_385_386_387_388_391_393_398,
16,41256.073,65153,41256.073,62199,0.337,_382_385_387_389_398,
17,41499.572,59718,41499.572,59718,0.305,_370_386_388_392_398,
18,42145.839,63787,42145.839,59718,0.294,_347_363_365_374_392_393_394_395_396,
19,41936.406,60698,42145.839,59718,0.294,_382_386_392_395_399,
20,42376.249,60889,42376.249,59718,0.29,_372_376_380_382_389_396_398,
21,42443.89,61148,42443.89,59718,0.289,_367_383_387_388_391_395,
22,42444.32,61486,42444.32,59718,0.289,_388_396_398,
23,42607.945,60627,42607.945,59718,0.287,_374_380_388_391_398,
24,42495.003,53878,42607.945,53878,0.209,_385_395_398,
25,42999.353,57776,42999.353,53878,0.202,_388_396_398,
26,43197.849,57852,43197.849,53878,0.198,_367_397_398,
27,43296.653,56759,43296.653,53878,0.196,_381_399,
28,43436.569,57459,43436.569,53878,0.194,_374_398,
29,43278.597,55678,43436.569,53878,0.194,_388_392,
30,43364.106,60712,43436.569,53878,0.194,_386_389_398,
31,43510.609,53657,43510.609,53657,0.189,_376_388_396_399,
32,43419.628,56494,43510.609,53657,0.189,_399,
33,43518.004,56316,43518.004,53657,0.189,,
34,43368.405,57659,43518.004,53657,0.189,_374_382_391_399,
35,43464.209,54910,43518.004,53657,0.189,,
36,43498.258,54484,43518.004,53657,0.189,_389_398,
37,43431.268,52923,43518.004,52923,0.178,_399,
38,43617.662,53780,43617.662,52923,0.176,_374_393,
39,43574.107,52853,43617.662,52853,0.175,,
40,43552.825,52855,43617.662,52853,0.175,,
41,43631.033,50600,43631.033,50600,0.138,_396,
42,43759.811,50233,43759.811,50233,0.129,,
43,43857.158,52600,43857.158,50233,0.127,_388,
44,43936.687,59290,43936.687,50233,0.125,,
45,43907.904,51559,43936.687,50233,0.125,,
46,43901.215,50327,43936.687,50233,0.125,,
47,43833.313,53547,43936.687,50233,0.125,,
48,44039.198,50758,44039.198,50233,0.123,,
49,43860.454,48625,44039.198,48625,0.094,_391,
50,44091.823,51393,44091.823,48625,0.093,,
51,44081.152,51997,44091.823,48625,0.093,,
52,44095.764,49173,44095.764,48625,0.093,,
53,44139.042,50217,44139.042,48625,0.092,,
54,44111.721,50409,44139.042,48625,0.092,,
55,44080.591,47638,44139.042,47638,0.073,,
56,44256.742,49442,44256.742,47638,0.071,,
57,44212.199,47922,44256.742,47638,0.071,,
58,44264.689,48012,44264.689,47638,0.071,,
59,44172.327,48207,44264.689,47638,0.071,,
